Unnamed: 0	question	answer	llm	verbalized
0	Janet cooks 16 eggs a day. Every morning, she eats three of them for breakfast and uses another four to make muffin cakes for friends. She sells the rest every day at the village market, each brown egg for $2. How much does she make (in dollars) a day at the market?	18	<pad> She makes 16 - 3 = 12 eggs a day. She sells them for $2 each, so she makes 12 * 2 = $24.</s>	24
1	For a long coat, two strips of blue thread are needed, and the same number of strips are needed for a white thread. How many strips are needed?	3	<pad> Answer only.</s>	-1
2	Josh got into a home improvement business. He bought it for $80,000 and spent $50,000 renovating it. The price of the house went up 150%. How did he find the house?	70000	<pad> Josh got into a home improvement business. He bought it for $80,000 and spent $50,000 renovating it. The price of the house went up 150%. How did he find the house?</s>	150
3	Jacques runs three marathons, usually three per week. Each marathon is 60 yards long. How many yards does he run in a marathon?	540	<pad> 60</s>	60
4	To maintain the health of her chickens, Wendi feeds them three bowls of baked beans, dried peas, and grass. She feeds them three times a day. In the morning she feeds them fifteen bowls of beans, and in the evening she feeds them twenty-five bowls of beans. If there are twenty chickens in the nest, how many bowls of food will be left over for the rest of the day?	20	<pad> Wendi will feed her chickens three times a day, and if she feeds them three times a day, she will feed them three times a day, and if she feeds them three times a day, she will feed them three times a day, and fifteen times the number of chickens in the nest, how many bowls of food will be left over for the rest of the day?</s>	-1
5	Kylar goes to the store to buy bottles for her new house. One bottle costs $5, and each second bottle is only 60% of the price. Kylar wants to buy 16 bottles. What will she use to buy them?	64	<pad> 16 bottles at 60% of the price of the first bottle, so 16 bottles will cost 16 *.60 - 5 = $3.</s>	3
6	There are twice as many sheep in Toulouse as there are in Charleston. There are four times as many in Charleston as there are in Seattle. If there are 20 sheep in Seattle, how many sheep are there in Toulouse, Charleston and Seattle combined?	260	<pad> 20</s>	20
7	Carla is pulling a 200-gauge windshield. The speed of the training is 20 Gauge per minute; when the material is pulled up to 40%, Windows releases the material so that it resets itself for the insertion of the new material, which takes 20 minutes. This causes Carla to start the training again from the beginning. How long does it take to train a book?	160	<pad> Carla is pulling a 200-gauge windshield. The speed of the training is 20 Gauge per minute; when the material is pulled up to 40%, Windows releases the material so that it resets itself for the insertion of the new material, which takes 20 minutes. This causes Carla to start the training again from the beginning.</s>	20
8	John ran for three miles [60 km] and returned home because he was sick. He thought he would go for four hours, but he stopped for two because of the rain. In the next half hour, he ran for 30 miles [80 km] before running for the remaining four hours.	45	<pad> [60 km]</s>	60
9	If Elisa had worked 45 hours during the current week, she would have been paid $1.25 for each additional hour.	460	<pad> 45 - 40 = 5 hours.</s>	5
