premise,hypothesis,label,output
"Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.",Me ne no nkasae bio.,contradiction,True
"Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.",Mebo fuu yiye na mehyɛɛ aseɛ sɛ me ne no kasa bio. ,entailment,True
"Yoo, na mendwene ho mpo, nanso na m'abam abu, na, ewie aseɛ no me ne no kasaa bio.",Yɛ ne no nnya nkutahodie kama.,neutral,True
"Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. ",Wɔanka biribiara ankyerɛ me sɛ mihyiaa obiara.,contradiction,True
"Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. ","Wɔka kyersɛsɛ me sɛ, wɔbɛfrɛ ɔbarima bi ama na yɛhyia.",entailment,True
"Wɔka kyerɛɛ me sɛ, wɔbe frɛ me wɔ ɔbarima bia mehyia no wɔ awieeɛ no mu. ",Ɔbarima no baa akyiri yi.,neutral,True
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. ,Mepɛ sɛ meka biribiara kyerɛ wo a na menim wɔ ho no!,contradiction,True
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. ,"Menka asɛm biara ɛmfa ho, ɛwom sɛ nneɛma bebree wɔ hɔ a ɛyɛ sɛ yɛka.",entailment,True
Nneama pii wɔ hɔ a wubetumi aka ho asɛm a meyi meni wɔ ho. ,Menka asɛm biara ɛmfa abakɔsɛm fa kuropɔn no ho efisɛ nsɛm pii wɔ hɔ a ɛsɛ sɛ wɔka.,neutral,True
Enti na minnim nea enti a ɛte saa.,Me wɔ ahotɔsoɔ wɔ nea enti a ɛte saa.,contradiction,True
Enti na minnim nea enti a ɛte saa.,Minnim nea enti a wɔfirii sukuu hɔ kɔɔ foforɔ mu.,neutral,True
Enti na minnim nea enti a ɛte saa.,Minnim nea enti a ɛbaa mu.,entailment,True
"Na mɛyɛ baako pɛ, na menkoa na medi afidie no ho dwuma, na nhwehwɛmu nhyiamudan nketekete ɛwɔ soro.",Na mempɛ sɛ menkoa na na meyɛ nhwehwɛmu no.,neutral,True
"Na mɛyɛ baako pɛ, na menkoa na medi afidie no ho dwuma, na nhwehwɛmu nhyiamudan nketekete ɛwɔ soro.",Nhwehwɛmu no baa awie wɔ nhyiamudan nketewa a ɛwɔ soro no mu.,entailment,True
"Na mɛyɛ baako pɛ, na menkoa na medi afidie no ho dwuma, na nhwehwɛmu nhyiamudan nketekete ɛwɔ soro.",Yɛn mu ketewa bi na yɛbetumi ahwɛ ahwɛsofoɔ nhwehwɛmu no.,contradiction,False
"Meyɛ, Owura Panin Sergeant, a ɔkɔ ahomegyeɛ mu, sɛneɛ Rick kaɛ no.",Mekɔ so ara yɛ adwuma besi nnɛ. ,contradiction,True
"Meyɛ, Owura Panin Sergeant, a ɔkɔ ahomegyeɛ mu, sɛneɛ Rick kaɛ no.",Mekɔɔ ahomegyeɛ mu wɔ afe 2002 mu.,neutral,True
"Meyɛ, Owura Panin Sergeant, a ɔkɔ ahomegyeɛ mu, sɛneɛ Rick kaɛ no.",Rock ka kyerɛɛ wo sɛ megyae adwuma. ,entailment,True
"Na sikasɛm bikɔ so wɔ me pon so, na ɛyɛ Cutty dea, saa na ɔdetɔfoɔ no din di.",Cutty ɔdetɔni no nya $10000 wɔ bosome mu. ,neutral,True
"Na sikasɛm bikɔ so wɔ me pon so, na ɛyɛ Cutty dea, saa na ɔdetɔfoɔ no din di.",Ɔdetɔni bi wɔ hɔ a yɛfrɛ no Cutty.,entailment,True
