premise,hypothesis,label,output
"Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.",Handisati ndataura naye zvakare.,contradiction,True
"Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.",Ndakange ndakagumbuka zvekuti ndakazoerekana ndotaura naye zvekare.,entailment,True
"Hongu, ndakanga ndisingafunge nezvazvo,asi ndainge ndasvotwa, uye, ndokapedzisira ndisisataure naye.",Takava nenhaurirano yakanaka chose.,neutral,True
"Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. ",Hapana chandakaudzwa pamusoro pekusangana kwangu nemumwe munhu,contradiction,True
"Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. ",Ndakaudzwa kuti ndaizoshevedzerwa mumwe murume kuti tisangane .,entailment,True
"Vakandiudza kuti, uh, kuti vaizondidanira mumwe munhu wandaizosangana naye zvese zvapera. ",Murume wacho wakati nonokei kusvika .,neutral,True
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .,Ndoda kukudzai zvose zvandoziva pamusoro pazvo!,contradiction,True
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .,"Handitaure nezvazvo, kunyangwe paine zvakawanda zvekutaura.",entailment,True
Pane zvakawanda zvaunogona kutaura nezvazvo pane izvozvo asi ndichazvidarikira .,Handisi kuzotaura nezvenhoroondo yeguta nekuti pane zvakawandisa nezvekutaura.,neutral,True
Nekudaro handinyatsozive kuti nemhaka yei.,Ndine chokwadi kuti nemhaka yei.,contradiction,Neither
Nekudaro handinyatsozive kuti nemhaka yei.,Handizive chikonzero chakaita kuti atame zvikoro.,neutral,Neither
Nekudaro handinyatsozive kuti nemhaka yei.,Handizive kuti sei izvi zvakaitika,entailment,Neither
"Ndini ndoga, ah, ndaigaro shandisa michina yekudzora mwero wekushanda kwemimwe michina yemukamba kanoona mafambiro endege",Handifariri kuva inin ndoga ndinoona zvemichina kudzora mwero wekushanda kwemimwe michina  kano tsvakurudza mafambiro akakodzera muchadenga.,neutral,True
"Ndini ndoga, ah, ndaigaro shandisa michina yekudzora mwero wekushanda kwemimwe michina yemukamba kanoona mafambiro endege",Wongororo dzaiitwa mukamba kano tsvakurudza mafambiro akakodzera muchadenga,entailment,True
"Ndini ndoga, ah, ndaigaro shandisa michina yekudzora mwero wekushanda kwemimwe michina yemukamba kanoona mafambiro endege",Taingova vashoma vaingorora michina yekudzora mwero wekushanda kwemimwe michina.,contradiction,True
"Ini ndiri uh , Chief Master Sergeant, ndiri pamudyandigere, sekutaura kwaRick.",Ini ndichiri kushanda nanhasi,contradiction,True
"Ini ndiri uh , Chief Master Sergeant, ndiri pamudyandigere, sekutaura kwaRick.",Ndakainda pamudya ndigere mugore ra2002.,neutral,True
"Ini ndiri uh , Chief Master Sergeant, ndiri pamudyandigere, sekutaura kwaRick.",Rick akakuudzai kuti ndave pamudya ndigere,entailment,True
"Pane mutarisiro wemari irikungopinda patafura pangu uye, um uh, ndeya ndingi nanhingi  Cutty, ndirozita rake remutengi.",Mutengi anonzi Cutty anoita $10000 pamwedzi,neutral,True
"Pane mutarisiro wemari irikungopinda patafura pangu uye, um uh, ndeya ndingi nanhingi  Cutty, ndirozita rake remutengi.",Pane mutengi anonzi Cutty.,entailment,True
"Pane mutarisiro wemari irikungopinda patafura pangu uye, um uh, ndeya ndingi nanhingi  Cutty, ndirozita rake remutengi.",Hatina mutengi anonzi Cutty.,contradiction,True
Musikana anokwanisa kundibatsira anogara kuzasi kwedhorobha.,Musikana wandinoda kuti andibatsire anogara kure uko.,entailment,True
Musikana anokwanisa kundibatsira anogara kuzasi kwedhorobha.,Musikana achandibatsira anogara mamaira mashanu kubva pano .,neutral,True
Musikana anokwanisa kundibatsira anogara kuzasi kwedhorobha.,Hakuna munhu anokwanisa kundibatsira .,contradiction,False
"Asi vainge vakapatsanurwa mukufunga kuti ndevapi vashandi vekumunda kana kuti vashandi vemumba, zvaive zvakaita sekudero",Vose vakatenderana kuti vainoshanda kuminda .,contradiction,False
"Asi vainge vakapatsanurwa mukufunga kuti ndevapi vashandi vekumunda kana kuti vashandi vemumba, zvaive zvakaita sekudero",Havana kukwanisa kutenderana kuti ndiyani mushandi wemumunda uye mushandi wemumba .,entailment,True
"Asi vainge vakapatsanurwa mukufunga kuti ndevapi vashandi vekumunda kana kuti vashandi vemumba, zvaive zvakaita sekudero",Havana kukwanisa kutenderana kuti ndiyani afanirwa kushanda mumunda  wedonje uye waizo korobha mumba.,neutral,True
"Ndinoreva kuti vaingove, sokuti, vaive nevana vashanu, mumwe pavana ava akafa.",Vana vavo vose vakararama .,contradiction,True
"Ndinoreva kuti vaingove, sokuti, vaive nevana vashanu, mumwe pavana ava akafa.",Pavana vashanu mumwe akashaya .,entailment,True
"Ndinoreva kuti vaingove, sokuti, vaive nevana vashanu, mumwe pavana ava akafa.",Mwana akashaya akazvarwa ari murwere .,neutral,True
"Mukadzi akati yaingova misodzi yaiyerera kubva mumaziso ake uye akabva ati, ndobva azoti Joe akakwira kuuya kuvharanda.",Paakamuudza kuti auye kuvharanda mukadzi aive nemisodzi mumaziso ake.,entailment,True
"Mukadzi akati yaingova misodzi yaiyerera kubva mumaziso ake uye akabva ati, ndobva azoti Joe akakwira kuuya kuvharanda.",Mukadzi akapukuta misodzi nekukurumidza paange achangobva kusundidzira Joe kubva pavheranda ,contradiction,True
"Mukadzi akati yaingova misodzi yaiyerera kubva mumaziso ake uye akabva ati, ndobva azoti Joe akakwira kuuya kuvharanda.",Mukadzi akafara kuona Joe zvokuti akabva atanga kuchema.,neutral,False
"Nyangwe zvazvo ndege yaibvira, asi, yaitsva ichinyungudika nemuchibandi chesimbi yaita kuti mwaranzi ibvinze",Mwaranzi anogona kudzivirirwa panodzivirirwa moto zvakare,neutral,True
"Nyangwe zvazvo ndege yaibvira, asi, yaitsva ichinyungudika nemuchibandi chesimbi yaita kuti mwaranzi ibvinze",Mwaranzi aibvinza kubva musimbi apo ndege yatsva,entailment,True
"Nyangwe zvazvo ndege yaibvira, asi, yaitsva ichinyungudika nemuchibandi chesimbi yaita kuti mwaranzi ibvinze",Mwaranzi aisabvinza panguva yekupisa kwemoto,contradiction,True
Ndini Chief Master Sergeant Clem Francis ari pamudyandigere we US AIR Force,Chief vari pamudyandigere wemauto emuchadenga eUS .,entailment,True
Ndini Chief Master Sergeant Clem Francis ari pamudyandigere we US AIR Force,Chief vachangoenda pamudyandigere masvondo mashoma apfuura .,neutral,True
Ndini Chief Master Sergeant Clem Francis ari pamudyandigere we US AIR Force,Chief vemauto emuchadenga ekuUS vachangotanga basa ravo  svondo rino .,contradiction,True
Zvakasvika pakuti ndege mbiri kana nhatu dzaisvika musvondo rimwe uye handaiziva kwadzinoenda .,Ndege dzinopfuura imwe dzinosvika svondo rimwe nerimwe .,entailment,True
Zvakasvika pakuti ndege mbiri kana nhatu dzaisvika musvondo rimwe uye handaiziva kwadzinoenda .,Kuwedzerwa kwendege dzinofamba kunokonzeresa matambudziko.,neutral,True
Zvakasvika pakuti ndege mbiri kana nhatu dzaisvika musvondo rimwe uye handaiziva kwadzinoenda .,Hakuna ndege dziri kumbosvika .,contradiction,False
"Vakanga vadzidzira basa vakapfeka mbatya dzemhepo yakamanikidzirwa, uye zvikanditorera nguva ndapfeka mbatya dzemhepo. yakamanikidzirwa",Zvinotora mwedzi inosvika mitatu kudzidzira nezvenhumbi dzevatyairi vendege dzekudzivirira kupisisa kana kutonhoresa kana vari kubhururuka .  ,neutral,True
"Vakanga vadzidzira basa vakapfeka mbatya dzemhepo yakamanikidzirwa, uye zvikanditorera nguva ndapfeka mbatya dzemhepo. yakamanikidzirwa",Zvinotora nguva kudzidzira nezvenhumbi dzemuchadenga dzinoshandiswa nevatyairi  vendege .,entailment,True
"Vakanga vadzidzira basa vakapfeka mbatya dzemhepo yakamanikidzirwa, uye zvikanditorera nguva ndapfeka mbatya dzemhepo. yakamanikidzirwa",Pakupera kwezuva tinogona kunge takudzidzisa mashandisirwe enhumbi dzemuchadenga dzinopfekwa nevatyairi vendege.,contradiction,True
Ndinoda kutaura kuti kwakanga kusina njodzi kupinda nechimbambaira nekuti hachaizoputika kunyangwe chairova pasi zvine simba .,Chimbambaira chainge chaparadzwa simba rekuputika nemutyairi wendege .,neutral,True
Ndinoda kutaura kuti kwakanga kusina njodzi kupinda nechimbambaira nekuti hachaizoputika kunyangwe chairova pasi zvine simba .,Chimbambaira chainge chisina mukana wekuputika .,entailment,True
Ndinoda kutaura kuti kwakanga kusina njodzi kupinda nechimbambaira nekuti hachaizoputika kunyangwe chairova pasi zvine simba .,Pakange pane njodzi huru yekuputika kwechimbambaira.,contradiction,True
Ko zvazvinotaridzika chaizvo kuti ndizvo zvandiri kuedza kuita.,Handizive kuti zvinotaridzika sei kwauri .,contradiction,Neither
Ko zvazvinotaridzika chaizvo kuti ndizvo zvandiri kuedza kuita.,"Ndiri kuedza kuita izvi ,zviri pachena .",entailment,True
Ko zvazvinotaridzika chaizvo kuti ndizvo zvandiri kuedza kuita.,Ndiri kuedza kupedzisa basa rangu muvhiki rinotevera.,neutral,True
"Kunyangwe zvakadaro ,mhuka dzinorasika nguva dzose ,kunyanya mbudzi .",Mbudzi dzaipoya kubva muchirugwi zuva roga roga .,neutral,True
"Kunyangwe zvakadaro ,mhuka dzinorasika nguva dzose ,kunyanya mbudzi .",Mbudzi dzaipoya kazhinji .,entailment,True
"Kunyangwe zvakadaro ,mhuka dzinorasika nguva dzose ,kunyanya mbudzi .",Mbudzi dzaive dzakachengetedzwa  uye dzakachengeteka .,contradiction,True
Mikova yaive yakakiyiwa patakapinda .,Mikova yose yaive yakavhurika .,contradiction,False
Mikova yaive yakakiyiwa patakapinda .,Svumbunuro ndisu taive nadzo .,neutral,False
Mikova yaive yakakiyiwa patakapinda .,Takapinda mukati kunyangwe zvazvo mikova yaive yakakiiwa .,entailment,True
Nekudaro ndakaedza kutora uwandu hwedziripo zve ndoedza kuhutora saizvozvo .,Ndine chivimbo chekuti uwandu hwacho hwese ndihwo hwandinoda kuti izvi zvioneke .,neutral,True
Nekudaro ndakaedza kutora uwandu hwedziripo zve ndoedza kuhutora saizvozvo .,Ini handina kana ruzivo rwezvekuita nehuwandu hwega ndapota ndipei ruzivo rwakawanda kuti ndigoona pasina kumira zvakanaka . ,contradiction,True
Nekudaro ndakaedza kutora uwandu hwedziripo zve ndoedza kuhutora saizvozvo .,Ndichaverenga ndichashandisa huwandu huripo .,entailment,True
uye kazhinji kacho zvinokonzerwa nekuti vana mai vacho vanenge vachitora zvinodhaka .,Madzimai apindwa nezvinodhaka muropa .,neutral,True
uye kazhinji kacho zvinokonzerwa nekuti vana mai vacho vanenge vachitora zvinodhaka .,Vana mai havasi pazvirongwa zvekupiwa mishonga kana zvinodhaka .,contradiction,True
uye kazhinji kacho zvinokonzerwa nekuti vana mai vacho vanenge vachitora zvinodhaka .,Vana amai vari kutora zvinodhaka,entailment,True
Ehe kwakanaka chose kwakuchinaya here.,Ini handina basa nekunaya.,neutral,True
Ehe kwakanaka chose kwakuchinaya here.,Kuno kwakanaka uye kuri kunaya.,entailment,True
Ehe kwakanaka chose kwakuchinaya here.,Kunobhowa zvikurusei nezuva raramba ropisa.,contradiction,True
Hupenyu hwemunhu hwakakosha uye nyangwe uchida kana kusada kubatsira mumwe,Hupenyu hwose hwakakodzera kugadziriswa nekuumbwa pahunhu uye kuwana mukana wechipiri.,neutral,True
Hupenyu hwemunhu hwakakosha uye nyangwe uchida kana kusada kubatsira mumwe,Hapana munhu akakodzera kubatsirwa nekuumbwa pahunhu.,contradiction,True
Hupenyu hwemunhu hwakakosha uye nyangwe uchida kana kusada kubatsira mumwe,Nyangwezvazvo pane kubatsirwa nekuumbwa pahunhu hupenyu hwaka kodzerawo.,entailment,True
Iwe mukomana une dambudziko rewaya ipapo.,Handisati ndawona dambudziko rewaya rakadai,neutral,True
Iwe mukomana une dambudziko rewaya ipapo.,Nyaya yewaya handiro dambudziko.,contradiction,False
Iwe mukomana une dambudziko rewaya ipapo.,Pane dambudziko rinokonzerwa nekusava newaya dzirimugwara.,entailment,True
Zvinoratidza sekuti kunonakidza ehe zvinoshamisa kwandiri kuti vanobvumira zvakawanda.,Handishamisike kuti vaive netsitsi,contradiction,True
Zvinoratidza sekuti kunonakidza ehe zvinoshamisa kwandiri kuti vanobvumira zvakawanda.,Ndashamisika kuti vakubvumirai kutora chikafu nezvinwiwa imomo.,neutral,True
Zvinoratidza sekuti kunonakidza ehe zvinoshamisa kwandiri kuti vanobvumira zvakawanda.,Ndashamisika nezvavanokwanisa kutiza nazvo vasinga sungwe.,entailment,True
oh zvisinei zvisinei vana vangu umwe anemakore makumi maviri nerimwe mumwe makore makumi maviri anemana saka handidaro,Handingadero nekuti vana vangu vadarika makore makumi maviri ekuberekwa.,entailment,True
oh zvisinei zvisinei vana vangu umwe anemakore makumi maviri nerimwe mumwe makore makumi maviri anemana saka handidaro,Ndingangodero nekuti nemakore avo ari pedyo nepedyo.,neutral,True
oh zvisinei zvisinei vana vangu umwe anemakore makumi maviri nerimwe mumwe makore makumi maviri anemana saka handidaro,Ndinofanira kuita sekudaro nekuti vese vanoti umwe ane makore gumi umwe gumi nerimwe ekuberekwa.,contradiction,False
Ehe vanhu vanogona kuva kumabasa cheronguva kana kuita pfungwao dzisina kumira zvakanaka kana vakapiwa simba rekupa pfungwa dzavo.,"Ehe, vanhu vasingagoni kuita pfungwa dzinobatsira padzinodiwa.",entailment,True
Ehe vanhu vanogona kuva kumabasa cheronguva kana kuita pfungwao dzisina kumira zvakanaka kana vakapiwa simba rekupa pfungwa dzavo.,"Ehe, vanhu vangave vasina nzara.",neutral,False
Ehe vanhu vanogona kuva kumabasa cheronguva kana kuita pfungwao dzisina kumira zvakanaka kana vakapiwa simba rekupa pfungwa dzavo.,"Ehe, vanhu vasina pfungwa dzakaremara.",contradiction,True
"Aiwa, vachingori mukushanya sezvo vanongori vashanyi kubvira makore ekupera kwema1960.", Ivo vanga vari vashanyi kubva 1970 asati asvika .,entailment,True
"Aiwa, vachingori mukushanya sezvo vanongori vashanyi kubvira makore ekupera kwema1960.",Vanofarira kushanya .,neutral,True
"Aiwa, vachingori mukushanya sezvo vanongori vashanyi kubvira makore ekupera kwema1960.",Vachangobva kupedza kushanya kwavo .,contradiction,True
Unoita sei aerobics.,Ungatsanangure here maitiro aungaite aerobics?,entailment,True
Unoita sei aerobics., Ndinofarira aerobics nekuti ndinoda kusimbisa mwoyo wangu .,neutral,True
Unoita sei aerobics.,Ndapota regai kutaura nezveaerobics.,contradiction,True
Aiwa izvo zvakanaka ndanga ndisina kumbofunga nezvazvo ., Idzo ipfungwa dzisina maturo dzandakaramba svondo rapera .,contradiction,True
Aiwa izvo zvakanaka ndanga ndisina kumbofunga nezvazvo .,Iyo ipfungwa yakanaka .,entailment,True
Aiwa izvo zvakanaka ndanga ndisina kumbofunga nezvazvo .,Gangaidzo ramataura ipfungwa yakanaka .,neutral,False
Dambanevana mazuva maviri pasvondo vakaatumidza kuti izuva rekuchengetwa kwevagari vechikuru asi mukadzi anoenda kunzvimbo yevagari vechikuru  .,Dambanevana rinovhurwa zuva rega rega kuvana vanemakore ari pasi pemashanu chete .,contradiction,True
Dambanevana mazuva maviri pasvondo vakaatumidza kuti izuva rekuchengetwa kwevagari vechikuru asi mukadzi anoenda kunzvimbo yevagari vechikuru  .,Vanovatendera kuenda kanopfuura kaviri pasvondo kana vagari vechikuru vachitenderana nazvo .,neutral,True
Dambanevana mazuva maviri pasvondo vakaatumidza kuti izuva rekuchengetwa kwevagari vechikuru asi mukadzi anoenda kunzvimbo yevagari vechikuru  .,Vanoritora sezuva rekuchengetwa kwevagari vechikuru asi inonzi nzvimbo yevagari vechikuru .,entailment,True
 Iri ndoraive donzvo ravo oh.,Izvi ndizvo zvavaishingairira.,entailment,False
 Iri ndoraive donzvo ravo oh.,Hazvisizvo zvaivamboda.,contradiction,False
 Iri ndoraive donzvo ravo oh.,Vakabudirira kuzadzikisa chinangwa chavo.,neutral,False
Kugona kubata pfuti zvakanaka kushandisa maoko maviri,Hafu dzepfuti dzinopotsa pakupfura inobva pakushandiswa kweruoko rumwe .,neutral,True
Kugona kubata pfuti zvakanaka kushandisa maoko maviri,Nzira yakanaka kuenderera mberi nayo pakudzora pfuti kushandisa makumbo ose.,contradiction,True
Kugona kubata pfuti zvakanaka kushandisa maoko maviri,Shandisa maoko ose kana uchidzidzira kudzora pfuti.,entailment,True
Uh zvakangouyawo zvichibva kumwe asi handina kuziva kwazvaibva asi,Handizivi kwainobva asi inomhanyisa.,entailment,True
Uh zvakangouyawo zvichibva kumwe asi handina kuziva kwazvaibva asi,Inouya ichi mhanyisa asi ndinekakuziva kwainenge ichibva.,neutral,True
Uh zvakangouyawo zvichibva kumwe asi handina kuziva kwazvaibva asi,Inouya semasvisvinwa enzimbe uye ndonyatsoziva kuti inouya nguvai,contradiction,Neither
Kwete handinyatsozivi nezvayo handifungi kudaro,Handizive zvakanyanya nezvazvo.,entailment,True
Kwete handinyatsozivi nezvayo handifungi kudaro,Handina chandinoziva nezvenyaya dzerudo.,neutral,True
Kwete handinyatsozivi nezvayo handifungi kudaro,Ndangandichiverenga nezvazvo kwemakore,contradiction,True
Ehe anga ari musikana ane mukurumbira unozviziva,Ndinofunga kuti anozviziva kuti ainakidza,neutral,True
Ehe anga ari musikana ane mukurumbira unozviziva,Aiwa aisembura,contradiction,True
Ehe anga ari musikana ane mukurumbira unozviziva,Ehe mukadzi ainyatsogona.,entailment,True
Ehe akafunga kutsvaka uh um uh chikorobho chokuti ushandise., Murume akakurudzira  kutengwa kwe (vacuum) mutsvairo unoita zvekusveta marara .,contradiction,True
Ehe akafunga kutsvaka uh um uh chikorobho chokuti ushandise.,Murume akakurudzira kutsvagwa kwechikorobho.,entailment,True
