premise,hypothesis,label,output
"Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.",I havent spoken to him again.,contradiction,False
"Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.",I was so upset that I just started talking to him again.,entailment,True
"Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.",We had a great talk.,neutral,True
"They told me that, uh, that I would be called in a guy at the end for me to meet.",I was never told anything about meeting anyone.,contradiction,False
"They told me that, uh, that I would be called in a guy at the end for me to meet.",I was told a guy would be called in for me to meet.,entailment,True
"They told me that, uh, that I would be called in a guy at the end for me to meet.",The guy showed up a bit late.,neutral,True
There's so much you could talk about on that I'll just skip that.,I want to tell you everything I know about that!,contradiction,True
There's so much you could talk about on that I'll just skip that.,"I won't talk about that, even though there's a lot to cover.",entailment,True
There's so much you could talk about on that I'll just skip that.,I wont talk about the history of the city because there's too much to say.,neutral,True
So I'm not really sure why.,I am certain as to the reason why.,contradiction,Neither
So I'm not really sure why.,I don't know why he transferred schools.,neutral,Neither
So I'm not really sure why.,I don't know why that happened.,entailment,Neither
"I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.",I didn't like being the only one to run the regulators for the tests.,neutral,True
"I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.",Tests were done in the miniature altitude chambers.,entailment,True
"I was the only one that uh, ever run the regulators for the, the test in the miniature altitude chambers.",There were a few of us who ran the regulators for the test.,contradiction,False
"I'm uh, Chief Master Sergeant, retired, as Rick said.",I am still working to this day.,contradiction,False
"I'm uh, Chief Master Sergeant, retired, as Rick said.",I retired in 2002.,neutral,True
"I'm uh, Chief Master Sergeant, retired, as Rick said.",Rick told you I was retired.,entailment,True
"There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.",The client named Cutty makes $10000 a month.,neutral,True
"There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.",There is a client named Cutty.,entailment,True
"There's some cash flow projections on my desk and, um, uh, it's for such and such Cutty, that's the client's name.",We don't have any clients called Cutty.,contradiction,False.
The girl that can help me is all the way across town.,The girl I need help from lives a ways away.,entailment,True
The girl that can help me is all the way across town.,The girl who is going to help me is 5 miles away.,neutral,Neither
The girl that can help me is all the way across town.,There is no one who can help me.,contradiction,False
"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They all agreed that they'd all work in the fields.,contradiction,True
"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They couldn't agree about who was a field hand and who belonged in the house.,entailment,True
"But they were divided about like who were the field hands and who were the house kids, it was kind of--",They couldn't agree who should work in the cotton field and who should mop the floors.,neutral,Neither
"I mean they only had, like, they had five children, one of them died.",All of their children survived.,contradiction,False
"I mean they only had, like, they had five children, one of them died.",One child died out of the five.,entailment,True
"I mean they only had, like, they had five children, one of them died.",The child who died was born sickly.,neutral,True
"She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.",As she told him to come up the porch she had tears in her eyes.,entailment,True
"She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.",She quickly wiped away the tears after flinging Joe off the porch.,contradiction,True
"She said there were just tears coming down from her eyes and she said, then she said Joe came up on the porch.",She was so happy to see Joe that she started to cry.,neutral,False
"Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.",The radiation can be contained during a fire as well.,neutral,True. Radiation can be contained during a fire if proper safety measures and containment systems are in place.
"Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.",The radiation would leak out from a lead component after the aircraft burned.,entailment,"False. Radiation would not leak out from a lead component, as lead is a dense material that is commonly used to shield against radiation."
"Even if the aircraft was on fire, why it, it would uh, burn and it would melt through a lead component for the radiation to leak out.",The radiation would not leak out during a fire.,contradiction,False. Radiation can potentially leak out during a fire if the lead component containing it melts.
"This is Chief Master Sergeant Clem Francis, retired from the US Air Force.",The Chief is retired from the US Air Force.,entailment,True
"This is Chief Master Sergeant Clem Francis, retired from the US Air Force.",The Chief just recently retired a few weeks ago.,neutral,True
"This is Chief Master Sergeant Clem Francis, retired from the US Air Force.",The US Air Force Chief just started his career this week.,contradiction,False.
