Unnamed: 0	question	answer	llm	verbalized
0	Janet's ducks lay 16 eggs a day. At any given time, she will eat three at a time and use the other four to make muffins for friends. The rest, she will sell each day at the farmer's market, at a cost of $2 per new duck egg. How much (in dollars) will she earn each day at the farmer's market?	18	"Answer only. 
Janet's ducks lay 16 eggs a day. At any given time, she will eat three at a time and use the other four to make muffins for friends. The rest, she will sell each day at the farmer's market, at a cost of $2 per new duck egg. How much (in dollars) will she earn each day at the farmer's market?

Answer: $8"	8
1	One piece requires 2 rolls of blue fiber (cloth) and half a piece of white cloth. How many rolls in total?	3	"Answer only. 
One piece requires 2 rolls of blue fiber (cloth) and half a piece of white cloth. How many rolls in total?

Answer: 2 1/2 rolls"	2
2	Josh enters a home improvement business. He buys it for $80,000 and invests $50,000 to renovate it. The price of the house has gone up 150 percent. How much profit has he made?	70000	"Answer only. 
Josh enters a home improvement business. He buys it for $80,000 and invests $50,000 to renovate it. The price of the house has gone up 150 percent. How much profit has he made?

$80,000 x 150% = $120,000

Josh has made a profit of $120,000."	120000
3	Jacques runs 3 marathons 3 times a week. He runs 60 meters at full speed. How many meters does he run a week?	540	"Answer only. 
Jacques runs 3 marathons 3 times a week. He runs 60 meters at full speed. How many meters does he run a week?

Answer: 3 x 3 = 90 meters per week."	90
4	To keep his chickens healthy, Wendi gives them three tablespoons of mixed fruits, flour and vegetables every day. He serves them three separate meals. In the morning, he gives them 15 tablespoons of food. In the evening, he gives them 25 more. If his flock has 20 chickens, how many tablespoons of vegetables should he give them for the last meal of the day?	20	"Answer only. 
To keep his chickens healthy, Wendi gives them three tablespoons of mixed fruits, flour and vegetables every day. He serves them three separate meals. In the morning, he gives them 15 tablespoons of food. In the evening, he gives them 25 more. If his flock has 20 chickens, how many tablespoons of vegetables should he give them for the last meal of the day?

Answer: 25 tablespoons"	25
5	Kylar goes to the store to buy glasses for her new house. One glass costs $5, but all subsequent glasses are worth 60% off. Kylar wants 16 glasses. How much should she pay to buy them?	64	"Answer only. 
Kylar goes to the store to buy glasses for her new house. One glass costs $5, but all subsequent glasses are worth 60% off. Kylar wants 16 glasses. How much should she pay to buy them?

Posted by: katelyn 🏠📚

Answer: $5 x 16 = $80"	80
6	Toulouse has twice as many suburbs as Charleston. Charleston has four times as many suburbs as Seattle. If Seattle has 20 suburbs, how many suburbs are Toulouse, Charleston, and Seattle?	260	"Answer only. 
Toulouse has twice as many suburbs as Charleston. Charleston has four times as many suburbs as Seattle. If Seattle has 20 suburbs, how many suburbs are Toulouse, Charleston, and Seattle?

Answer:

Toulouse - 40 suburbs
Charleston - 8 suburbs
Seattle - 20 suburbs"	20
7	Carla is uploading a 200 GB file. She can upload at a rate of 2 GB per minute but at 40% of the upload, Windows commands a restart to set updates, which takes 20 minutes. Carla should start uploading from the beginning. How long does it take to upload the file?	160	"Answer only. 
Carla is uploading a 200 GB file. She can upload at a rate of 2 GB per minute but at 40% of the upload, Windows commands a restart to set updates, which takes 20 minutes. Carla should start uploading from the beginning. How long does it take to upload the file?

Answer: 40 minutes.

Explanation:
Carla can upload the file at a rate of 2 GB per minute, so it will take 200 GB / 2 GB/min = 100 minutes to upload the file. However, Windows will require a restart after 40% of the upload, which takes 20 minutes. Therefore, the total time it takes to upload the file is 100 minutes - 20 minutes = 40 minutes."	40
8	Jean drives for 3 hours at 60 mph, and backtracks when he realizes that he has forgotten something valuable at home. He tries to drive for 4 hours, but loses the first 2 hours in the traffic jam. In the next half hour, he drives at 30 mph, before driving at 80 mph with 4 hours left. How far is it from his home at the end of 4 hours?	45	"Answer only. 
Jean drives for 3 hours at 60 mph, and backtracks when he realizes that he has forgotten something valuable at home. He tries to drive for 4 hours, but loses the first 2 hours in the traffic jam. In the next half hour, he drives at 30 mph, before driving at 80 mph with 4 hours left. How far is it from his home at the end of 4 hours?

Please answer in units of miles."	4
9	For the first 40 hours of a week's work, Elisa's hourly rate is $10 per hour. For higher hours, she earns 1.2 times the hourly rate. If Elisa worked 45 hours a week, what would her salary be?	460	"Answer only. 
For the first 40 hours of a week's work, Elisa's hourly rate is $10 per hour. For higher hours, she earns 1.2 times the hourly rate. If Elisa worked 45 hours a week, what would her salary be?

Answer: $580

Explanation:
Elisa's hourly rate for the first 40 hours of work is $10 per hour, so her total earnings for those hours is $400 ($10 per hour x 40 hours).
For the remaining 5 hours (45 hours - 40 hours), her hourly rate is 1.2 times the hourly rate, which is $12 ($10 x 1.2). So her total earnings for those 5 hours is $60 ($12 per hour x 5 hours).
Adding her total earnings for the first 40 hours and the additional 5 hours, her total salary for the week is $580 ($400 + $60)."	60
