	question	answer	llm
0	Janet's ducks lay 16 eggs a day. At any given time, she will eat three at a time and use the other four to make muffins for friends. The rest, she will sell each day at the farmer's market, at a cost of $2 per new duck egg. How much (in dollars) will she earn each day at the farmer's market?	18	<pad> $2 x 16 = 32 dollars.</s>
1	One piece requires 2 rolls of blue fiber (cloth) and half a piece of white cloth. How many rolls in total?	3	<pad> 2 rolls blue fiber (total) and 1 white roll. How many rolls in total?</s>
2	Josh enters a home improvement business. He buys it for $80,000 and invests $50,000 to renovate it. The price of the house has gone up 150 percent. How much profit has he made?	70000	<pad> $200,000 ($100,000)? ($150,000 - $200,000)? ($100,000)? ($150,000 - $200,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000)? ($100,000? ($100,000 profit has he made?</s>
3	Jacques runs 3 marathons 3 times a week. He runs 60 meters at full speed. How many meters does he run a week?	540	<pad> 60 meters 3 times a week 60 meters a week 60 meters a week 60 meters a week 60 meters a week</s>
4	To keep his chickens healthy, Wendi gives them three tablespoons of mixed fruits, flour and vegetables every day. He serves them three separate meals. In the morning, he gives them 15 tablespoons of food. In the evening, he gives them 25 more. If his flock has 20 chickens, how many tablespoons of vegetables should he give them for the last meal of the day?	20	<pad> 25 more.</s>
5	Kylar goes to the store to buy glasses for her new house. One glass costs $5, but all subsequent glasses are worth 60% off. Kylar wants 16 glasses. How much should she pay to buy them?	64	<pad> The total cost of the glasses is 16 *.6 = $8.</s>
6	Toulouse has twice as many suburbs as Charleston. Charleston has four times as many suburbs as Seattle. If Seattle has 20 suburbs, how many suburbs are Toulouse, Charleston, and Seattle?	260	<pad> Toulouse has 20 - 20 = 20 20 - 20 = 20 20 - 20 Toulouse has 20 - 20 Toulouse has 20 - 20 20 - 20 and Seattle has 20 20 - 20 = 20 20 - Toulouse, Charleston, and Seattle have 20 20 - 20 and Toulouse have 20 - 20 = 20 20 - Toulouse, Charleston, and Seattle have 20 20 - 20 and Toulouse have 20 - 20 = 20 20 - Toulouse, Charleston, and Seattle have 20 20 - 20 and Toulouse have 20 - 20 = 20 20 - 20 and Toulouse have 20 - 20 and Seattle have 20 - 20 = 20 20 - 20 and Toulouse have 20 - 20 and Seattle have 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and Toulouse has 20 - 20 and Seattle has 20 - 20 and Toulouse has 20 - 20 and 20 has 20 - 20 and Toulouse, Toulouse, and Seattle? 20 20 - 20 and 20 and Toulouse, Toulouse, and Seattle have 20 - 20 and 20 - 20 and 20 20 - 20 and 20 - 20 and 20 - 20 20 and Toulouse, Toulouse, and Seattle have 20 - 20 and 20 - 20 and 20 20 and 20 - 20 and 20 - 20 20 and 20 - 20 and 20 - 20 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 20 and Toulouse, Toulouse, and Seattle? 20 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20 - 20 and 20
7	Carla is uploading a 200 GB file. She can upload at a rate of 2 GB per minute but at 40% of the upload, Windows commands a restart to set updates, which takes 20 minutes. Carla should start uploading from the beginning. How long does it take to upload the file?	160	<pad> Carla uploads 200 GB in 200 / 2 = 40 minutes.</s>
8	Jean drives for 3 hours at 60 mph, and backtracks when he realizes that he has forgotten something valuable at home. He tries to drive for 4 hours, but loses the first 2 hours in the traffic jam. In the next half hour, he drives at 30 mph, before driving at 80 mph with 4 hours left. How far is it from his home at the end of 4 hours?	45	<pad> 0</s>
9	For the first 40 hours of a week's work, Elisa's hourly rate is $10 per hour. For higher hours, she earns 1.2 times the hourly rate. If Elisa worked 45 hours a week, what would her salary be?	460	<pad> $10 per hour. For higher hours, she earns 1.2 times the hourly rate. If Elisa worked 45 hours a week, what would her salary be?</s>
