premise,hypothesis,label,output
"Yes, I hadn't thought about it, but I was upset, and, finally, I stopped talking to him.",I never spoke to him again.,contradiction,This is an entailment.
"Yes, I hadn't thought about it, but I was upset, and, finally, I stopped talking to him.",I was so upset that I suddenly tried again.,entailment,Contradiction
"Yes, I hadn't thought about it, but I was upset, and, finally, I stopped talking to him.",We had a very good conversation.,neutral,Contradiction
"They told me, uh, that they were going to call me someone I was going to meet after everything was over.",I was not told about my encounter with anyone,contradiction,Entailment
"They told me, uh, that they were going to call me someone I was going to meet after everything was over.",I was told that a man would be summoned for a meeting.,entailment,Neutral
"They told me, uh, that they were going to call me someone I was going to meet after everything was over.",The man said that he would be late.,neutral,Neutral
"There is much more to say about this, but I will pass over it.",I want to tell you all I know about it!,contradiction,Contradiction
"There is much more to say about this, but I will pass over it.","I don't talk about it, although there is much to talk about.",entailment,Entailment
"There is much more to say about this, but I will pass over it.",I'm not going to talk about the history of the city because there's so much to tell.,neutral,Entailment
So I don't really know why.,I'm sure of the reason.,contradiction,Contradiction
So I don't really know why.,I don't know why he dropped out of school.,neutral,Neutral
So I don't really know why.,I don't know why this happened,entailment,Neutral
"I alone, ah, used to control the speed of the other instruments in the air traffic control room",I don't like being the only technician controlling the rate of operation of other machines while researching the proper motions in space.,neutral,Contradiction
"I alone, ah, used to control the speed of the other instruments in the air traffic control room",Experiments carried out at this station explored the possibilities of space travel,entailment,Contradiction
"I alone, ah, used to control the speed of the other instruments in the air traffic control room",Only a few of us checked the speed controls.,contradiction,Contradiction
"I'm uh, Chief Master Sergeant, retired, as Rick said.",Still in service today,contradiction,Contradiction
"I'm uh, Chief Master Sergeant, retired, as Rick said.",I went on a diet in 2002.,neutral,Neutral
"I'm uh, Chief Master Sergeant, retired, as Rick said.",Rick told you that I was sitting at the dinner table,entailment,Contradiction
"There's a check coming in on my table and, um uh, it's for Cutty, that's his client's name.",A customer named Cutty earns $10000 a month,neutral,Neutral
"There's a check coming in on my table and, um uh, it's for Cutty, that's his client's name.",There is a customer named Cutty.,entailment,Entailment
"There's a check coming in on my table and, um uh, it's for Cutty, that's his client's name.",We don't have a customer named Cutty.,contradiction,Contradiction
A girl who can help me lives downtown.,The girl I want to help me lives far away.,entailment,Contradiction
A girl who can help me lives downtown.,The girl who will help me lives five miles from here .,neutral,Contradiction
A girl who can help me lives downtown.,No one can help me .,contradiction,Entailment
"But they were divided as to who were the servants of the field or the servants of the household, which was like a threshing floor",They all agreed that they were working in the fields.,contradiction,Neutral
"But they were divided as to who were the servants of the field or the servants of the household, which was like a threshing floor",They could not agree on who was the gardener and who the householder.,entailment,Neutral
"But they were divided as to who were the servants of the field or the servants of the household, which was like a threshing floor",They could not agree on who should work in the cotton fields and who should reap in the house.,neutral,Neutral
"I mean, they had, like, five children, one of whom died.",All their offspring survived.,contradiction,Contradiction
"I mean, they had, like, five children, one of whom died.",One out of five children died.,entailment,Entailment
"I mean, they had, like, five children, one of whom died.",The deceased child was born sick.,neutral,Entailment
"The woman said that her tears were pouring from her eyes, and then she said that Joe had come up to the porch.","When she told him to come to the porch, the woman had tears in her eyes.",entailment,Entailment
"The woman said that her tears were pouring from her eyes, and then she said that Joe had come up to the porch.",A woman quickly wiped tears as she pushed Joe off the porch,contradiction,Contradiction
"The woman said that her tears were pouring from her eyes, and then she said that Joe had come up to the porch.",The woman was so happy to see Joe that she began to cry.,neutral,Contradiction
"Although the plane was on fire, it was melted by a metallic band that caused the radiation to flare",Radiation can be shielded by fire protection again,neutral,Contradiction
"Although the plane was on fire, it was melted by a metallic band that caused the radiation to flare",Radiation flashed from the metal when the plane burned,entailment,Contradiction
"Although the plane was on fire, it was melted by a metallic band that caused the radiation to flare",Radiation did not glitter in the heat of a fire,contradiction,Contradiction
I am retired Chief Master Sergeant Clem Francis of the U.S. Air Force,Chief is a retired US Air Force.,entailment,Entailment
I am retired Chief Master Sergeant Clem Francis of the U.S. Air Force,Chief just retired a few weeks ago .,neutral,Contradiction
I am retired Chief Master Sergeant Clem Francis of the U.S. Air Force,The U.S. Air Force Chief of Staff just began his duties this week.,contradiction,Neutral
It got to the point that two or three planes would arrive in a week and I didn't know where they were going.,More than one flight arrives every week.,entailment,Entailment
It got to the point that two or three planes would arrive in a week and I didn't know where they were going.,The proliferation of flights is causing problems.,neutral,Entailment
It got to the point that two or three planes would arrive in a week and I didn't know where they were going.,There are no planes arriving at all .,contradiction,Contradiction
"They had trained in forced air suits, and it took me a while to get into forced air suits.",It takes up to three months for pilots to learn about flight protection equipment.,neutral,Neutral
"They had trained in forced air suits, and it took me a while to get into forced air suits.",It takes time to learn about spacecraft used by pilots.,entailment,Neutral
"They had trained in forced air suits, and it took me a while to get into forced air suits.","By the end of the day, we may have trained them in the use of space-borne instruments worn by pilots.",contradiction,Neutral
I want to say that it was safe to go with a landmine because it would not explode even if it hit the ground with force.,The bomb had been destroyed by the power of the pilot.,neutral,Contradiction
I want to say that it was safe to go with a landmine because it would not explode even if it hit the ground with force.,The bomb had no chance of detonating.,entailment,Contradiction
I want to say that it was safe to go with a landmine because it would not explode even if it hit the ground with force.,There was a great danger of a mine explosion.,contradiction,Contradiction
It just seems like that's what I'm trying to do.,I don 't know what it looks like to you .,contradiction,Neutral
It just seems like that's what I'm trying to do.,"I'm trying to do this, obviously.",entailment,Neutral
It just seems like that's what I'm trying to do.,I'm trying to finish my work next week.,neutral,Neutral
"Even so, animals are constantly lost, especially goats.",The goats were milked from the stump every day.,neutral,Neutral
"Even so, animals are constantly lost, especially goats.",The goats roamed frequently.,entailment,Entailment
"Even so, animals are constantly lost, especially goats.",The goats were protected and safe.,contradiction,Contradiction
The doors were locked when we entered.,All the doors were open.,contradiction,Contradiction
The doors were locked when we entered.,Sundays were ours.,neutral,Neutral
The doors were locked when we entered.,We entered even though the doors were locked.,entailment,Entailment
So I tried to take the quantity available and try to take it that way.,I am confident that the whole number is what I want this to look like .,neutral,Neutral
So I tried to take the quantity available and try to take it that way.,I don't even have any experience with the numbers themselves please give me more information to see without getting into trouble .,contradiction,Neutral
So I tried to take the quantity available and try to take it that way.,I will calculate using the available numbers.,entailment,Neutral
and often it is because the children of the mothers take drugs .,Women are drug addicts.,neutral,Neutral
and often it is because the children of the mothers take drugs .,The mothers are not on medication or drug programs.,contradiction,Contradiction
and often it is because the children of the mothers take drugs .,Children of mothers who take drugs,entailment,Entailment
"Yes, it is perfectly fine when it rains.",I don't care about getting better.,neutral,Neutral
"Yes, it is perfectly fine when it rains.",Here it is nice and rainy.,entailment,Entailment
"Yes, it is perfectly fine when it rains.",The sun kept getting hotter and hotter.,contradiction,Neutral
Human life is precious and whether you want to help someone or not,Every life deserves to be reformed and molded into character and given a second chance.,neutral,Neutral
Human life is precious and whether you want to help someone or not,No one deserves to be molded in personality.,contradiction,Neutral
Human life is precious and whether you want to help someone or not,Rather than benefiting from and being molded by the qualities that life itself deserves.,entailment,Contradiction
You boy have a wire problem there.,I've never seen a problem like this,neutral,Neutral
You boy have a wire problem there.,This issue is not a problem.,contradiction,Contradiction
You boy have a wire problem there.,There is a problem with the lack of wires on the tracks.,entailment,Contradiction
It seems like fun yes it's amazing to me that they allow so much.,I am not surprised that they were compassionate,contradiction,Neutral
It seems like fun yes it's amazing to me that they allow so much.,"To my surprise, they allowed you to take food and drink there.",neutral,Neutral
It seems like fun yes it's amazing to me that they allow so much.,I'm amazed at how they manage to escape unhindered.,entailment,Neutral
oh anyway anyway my kids one is twenty one another twenty four so I don't,I can't because my children are in their 20's.,entailment,Contradiction
oh anyway anyway my kids one is twenty one another twenty four so I don't,I'm probably interested because their ages are very close.,neutral,Neutral
oh anyway anyway my kids one is twenty one another twenty four so I don't,I have to do that because everyone says one is ten and one is eleven years old.,contradiction,Neutral
"Of course, people can be on part-time jobs or make bad decisions if they are empowered to express their opinions.","Yes, humans are incapable of producing useful ideas when they are needed.",entailment,Contradiction
"Of course, people can be on part-time jobs or make bad decisions if they are empowered to express their opinions.","Yes, people might not go hungry.",neutral,Neutral
"Of course, people can be on part-time jobs or make bad decisions if they are empowered to express their opinions.","Yes, people who are not mentally disabled.",contradiction,Entailment
"No, they are just tourists, as they have been since the late 1960's.",They have been tourists since before 1970.,entailment,Entailment
"No, they are just tourists, as they have been since the late 1960's.",They like to be visited.,neutral,Contradiction
"No, they are just tourists, as they have been since the late 1960's.",They have just finished their visit.,contradiction,Neutral
How do you do aerobics?,Can you explain how you would do aerobics?,entailment,Entailment
How do you do aerobics?,I like aerobics because it strengthens my heart.,neutral,Neutral
How do you do aerobics?,Please don't talk about aerobics.,contradiction,Contradiction
No that's good I hadn't thought about it.,Those are the pointless ideas that I rejected last week.,contradiction,Neutral
No that's good I hadn't thought about it.,That is a good idea.,entailment,Contradiction
No that's good I hadn't thought about it.,The excitement you mentioned is a good idea.,neutral,Neutral
Dambambane children two days a week called it a day of care for the elderly but the woman goes to the center for the elderly.,The nursery is open daily for children under five years of age only.,contradiction,Contradiction
Dambambane children two days a week called it a day of care for the elderly but the woman goes to the center for the elderly.,They are allowed to go more than twice a week if the older residents agree.,neutral,Neutral
Dambambane children two days a week called it a day of care for the elderly but the woman goes to the center for the elderly.,They consider it a day of care for the elderly but it is called a place for the elderly.,entailment,Contradiction
This was their goal.,This is what they were zealous for.,entailment,Entailment
This was their goal.,That is not what they had in mind.,contradiction,Contradiction
This was their goal.,They succeeded in reaching their goal.,neutral,Entailment
Being able to handle a gun safely with both hands,Half the guns miss when fired are due to the use of one hand.,neutral,Neutral
Being able to handle a gun safely with both hands,A good way to advance in gun control is to use both legs.,contradiction,Contradiction
Being able to handle a gun safely with both hands,Use both hands when practicing gun control.,entailment,Entailment
Uh it just came from somewhere but I didn't know where it came from but,I don't know where it comes from but it's fast.,entailment,Neutral
Uh it just came from somewhere but I didn't know where it came from but,It's coming fast but I know where it's coming from.,neutral,Contradiction
Uh it just came from somewhere but I didn't know where it came from but,It comes like a moth's whistle and I know exactly when it comes,contradiction,Neutral
No I don't know about that I don't think so,I don't know much about it.,entailment,Contradiction
No I don't know about that I don't think so,I don't know anything about love.,neutral,Contradiction
No I don't know about that I don't think so,I could read about it for years,contradiction,Neutral
Yes she was a famous girl who knows it,I think he knows it was fun,neutral,Neutral
Yes she was a famous girl who knows it,"No, he was not.",contradiction,Contradiction
Yes she was a famous girl who knows it,"Yes, she was a capable woman.",entailment,Neutral
"Yes, he decided to look for an um um um clamp to use.",The man suggested the purchase of a vacuum cleaner.,contradiction,Neutral
"Yes, he decided to look for an um um um clamp to use.",The man encouraged the search for the cockroach.,entailment,Neutral
"Yes, he decided to look for an um um um clamp to use.",A man wanted to wipe the blood off with a scalpel.,neutral,Neutral
Here things got rough just after we returned from a street shooting three blocks from our home.,The crossing took place about a hundred miles from where I live.,contradiction,Contradiction
Here things got rough just after we returned from a street shooting three blocks from our home.,Passing was close to my house and makes me afraid to go outside.,neutral,Entailment
Here things got rough just after we returned from a street shooting three blocks from our home.,"There was a break-in near my home, there was no good standing in this area.",entailment,Entailment
uh-huh is definitely a switch.,"I don't agree with you, it doesn't always change.",contradiction,Contradiction
uh-huh is definitely a switch.,I think you might be skeptical about the change.,neutral,Contradiction
uh-huh is definitely a switch.,You are right about the change.,entailment,Contradiction
I'm trying to persevere even though it's hard.,I am trying to persevere.,entailment,Entailment
I'm trying to persevere even though it's hard.,I am really trying my best .,neutral,Entailment
I'm trying to persevere even though it's hard.,I will let it go and not think about the past.,contradiction,Neutral
We gain access to the technology of the future.,We are building the necessary infrastructure to prepare for the future of technology.,entailment,Entailment
We gain access to the technology of the future.,We build transistors for the future to be driven by AI.,neutral,Entailment
We gain access to the technology of the future.,We want to protect technological progress.,contradiction,Entailment
"For example, at the end of the day, all genes are purple","Eventually, the central part of the gene turns purple.",contradiction,Contradiction
"For example, at the end of the day, all genes are purple",The color change is a genetic process.,entailment,Contradiction
"For example, at the end of the day, all genes are purple",Sometimes genes make the color blue,neutral,Contradiction
Daniei Yamins is a young mathematician.,Mr. Yamins is an expert in mathematics.,entailment,Neutral
Daniei Yamins is a young mathematician.,Yamins' focus is on algebraic geometry.,neutral,Neutral
Daniei Yamins is a young mathematician.,Mr. Yamins is good at singing but not at all good at mathematics.,contradiction,Contradiction
"If so, they are likely to be close to the border.",I know they don't walk near the border.,contradiction,Entailment
"If so, they are likely to be close to the border.","I'm curious, are they usually in England?",neutral,Neutral
"If so, they are likely to be close to the border.",The speaker wanted to clarify how close they were to the border.,entailment,Entailment
I think there is a molecular principle that the bioshere is constantly improving in its lifestyle in self-improvement in living and living.,The biosphere changes dramatically.,entailment,Neutral
I think there is a molecular principle that the bioshere is constantly improving in its lifestyle in self-improvement in living and living.,The biosphere changes with temperature and temperature.,neutral,Neutral
I think there is a molecular principle that the bioshere is constantly improving in its lifestyle in self-improvement in living and living.,The biosphere never changes.,contradiction,Contradiction
"With this leap, ordinary crystals are unable to process much information.",Regular crystals are devices that store a great deal of information.,contradiction,Contradiction
"With this leap, ordinary crystals are unable to process much information.",Ordinary crystals are useless devices for storing information.,entailment,Entailment
"With this leap, ordinary crystals are unable to process much information.",There are other types of crystals that are vital in preserving information about the Earth's structure using laser beams,neutral,Neutral
"Hence, adults cannot teach young children by pretending, as they do when helping them to solve puzzles or other related tasks.",Preschoolers were born with the ability to solve puzzles rather than play simulations,contradiction,Contradiction
"Hence, adults cannot teach young children by pretending, as they do when helping them to solve puzzles or other related tasks.",Preschoolers do not need much help with simulations.,entailment,Entailment
