	question	answer	llm
0	Janet's ducks lay 16 eggs a day. She eats three at breakfast and then bakes four muffins for her friends each day. She sells the rest at the farm market for $2 a fresh egg a day. How much does she make in dollars a day at the farm market?	18	Kulani, Janet yaa ku-sala 16 egusi a siku. O ku-hora 3 a breakfast na ku-bake 4 muffins a friend zikwa a siku. O ku-sala abalala a ku-farm market kwa $2 a egusi a siku. Janet ku-sala $14 a siku a ku-farm market.
1	A long coat holds 2 bundles of blue and white fibers. How many bundles does it hold in total?	3	Ndiyo, kwa Kinyarwanda, koko ya kubundi kiri kuri 2 kubundi. Koko ya kubundi kiri kuri 2 kubundi, kandi kubundi kiri kuri 2. Koko ya kubundi kiri kuri 4 kubundi.
2	Josh decides to change the house. He buys the house for $80,000 and invests $50,000 in renovations. This has increased the value of the house by 150%. How much profit has he made?	70000	Ndi mawu! O si nweta ɔkwa ɔkwa ɔkwa. Josh si nweta ɔkwa ɔkwa ɔkwa $80,000, na o si nweta ɔkwa ɔkwa ɔkwa $50,000 na ɔkwa ɔkwa ɔkwa. Na ɔkwa ɔkwa ɔkwa si nweta ɔkwa ɔkwa ɔkwa 150%. O si nweta ɔkwa ɔkwa ɔkwa $80,000 + $50,000 = $130,000. O si nweta ɔkwa ɔkwa ɔkwa 150% na $80,000 = $130,000. O si nweta ɔkwa ɔkwa ɔkwa $130,000 - $80,000 = $50,000. O si nweta ɔkwa ɔkwa ɔkwa $50,000.
3	James decides to run 3 marathons three times a week, running 60 meters each time.	540	Ngiyabonga! James ayikho ukuthi ngokuqala uyekelela i-3 iminathi e-3, ukuthi uyekelela i-60 meter ngokuqala.
4	Every day, Wendi feeds each of her chickens three cups of chicken food, with nuts, algae, and vegetables to help them stay healthy. She gives the chickens three different meals. In the morning, she gives her flock 15 cups of food. In the evening, she gives her chickens another 25 cups of food. How many cups of food does she need to feed her chickens for the last time if Wendi's flock is 20 chickens?	20	"Mfana, Wendi inyoka kwa njalo! (Friend, Wendi needs to know this!)

For each meal, Wendi gives 3 cups of food per chicken. Since she has 20 chickens, she needs 3 x 20 = 60 cups of food per meal.

In the morning, she gives 15 cups of food, which is 15/60 = 1/4 of the total food needed for one meal.

In the evening, she gives 25 cups of food, which is 25/60 = 5/12 of the total food needed for one meal.

So, for the last meal, Wendi needs to give 60 - (15 + 25) = 60 - 40 = 20 cups of food.

Mfana, Wendi inyoka! (Friend, Wendi knows!)"
5	Kylar went to the store to buy glasses for her apartment. A glass is $5, but each second glass is only 60% of the price. Kylar wants to buy 16 glasses. How much do you need to pay for them?	64	"Sawubona! Ngiyabonga ukuthi unjani? (Hello! How are you?)

Ngicela ukuthula, ngicela ukuthula... (Let me calculate, let me calculate...)

First 8 glasses are $5 each, so that's $40.
Next 8 glasses are 60% of $5, which is $3 each, so that's $24.

Total cost is $40 + $24 = $64.

Ngicela ukuthula, ngicela ukuthula... (Let me calculate, let me calculate...)

Kylar needs to pay $64 for 16 glasses.

Ngiyabonga ukuthi unjani? (How are you?)"
6	Toulouse has twice as many sheep as Charleston. Charleston has four times as many sheep as Seattle. If Seattle has 20 sheep, how many sheep do Toulouse, Charleston, and Seattle all have?	260	"Toulouse: 40
Charleston: 80
Seattle: 20"
7	Carla downloads a 200 GB file. Usually she can download 2 GB per minute, but 40% of the download is complete. Windows forces a restart to update, which takes 20 minutes. Now Carla has to start the download from scratch. How long does it take to download the file?	160	"Ndiyakuthandile! (I like it!) Okay, let's calculate...

Carla has already downloaded 40% of the file, which is 0.4 x 200 GB = 80 GB.

She still needs to download 200 - 80 = 120 GB.

She can download 2 GB per minute, so it will take her 120 / 2 = 60 minutes to download the remaining 120 GB.

But, she has to restart the download after the 20-minute update. So, she will need to add 20 minutes to the total time.

Total time = 60 minutes + 20 minutes = 80 minutes.

Ndiyakuthandile! (I like it!) It will take Carla 80 minutes to download the file."
8	John drives for 3 hours at 60 mph and turns back when he realizes that he has forgotten something important at home. He tries to get home in 4 hours but spends 2 hours in stopped traffic. He spends another half hour driving at 30mph, before being able to drive the remaining 4 hours at 80 mph. How far is he home after 4 hours?	45	"Ngiyabonga! (Thank you!) 

John drives for 3 hours at 60 mph, so he covers a distance of 3 x 60 = 180 miles.

He turns back and spends 2 hours in stopped traffic, then 0.5 hours at 30 mph, so he covers a distance of 2 x 0 + 0.5 x 30 = 15 miles.

He spends the remaining 4 hours at 80 mph, so he covers a distance of 4 x 80 = 320 miles.

In total, he covers a distance of 180 + 15 + 320 = 515 miles."
9	Eliza's hourly rate for the first 40 hours she works in a week is $10. She also earns 1.2 times her regular hourly rate for overtime. If Eliza has worked 45 hours this week, what is her salary this week?	460	"Ndi mwezi! (That's correct!) 

Eliza's salary for the first 40 hours is 40 x $10 = $400.

For the overtime hours, she earns 1.2 times her regular rate, which is 1.2 x $10 = $12 per hour. She worked 5 overtime hours, so she earns 5 x $12 = $60.

Total salary is $400 + $60 = $460."
