Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.	Nyemegaƒo nu ake o.	contradiction	<pad> Enyo, nyemen,o esia <unk>u bum h<unk> o, ev<unk> nyemekp<unk> <unk>udzedze o, eye megava dze nu<unk>o<unk>o kplii.</s>	unknown
1	Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.	Medo domedzui ale gbegbe be ɖeko megadze nuƒoƒo kpliie nye esia.	entailment	<pad> neutral</s>	neutral
2	Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.	Mǐhe nya vevie ŋutɔ.	neutral	<pad> Enyo, nyemen,o esia <unk>u bum h<unk> o, ev<unk> nyemekp<unk> <unk>udzedze o, eye megava dze nu<unk>o<unk>o kplii.</s>	unknown
3	Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.	Womegblɔ nam be mado go ame aɖeke kpɔ o.	contradiction	<pad> neutral</s>	neutral
4	Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.	Wogblɔ nam be woyɔ ɖekakpui aɖe si ado go kplim.	entailment	<pad> neutral</s>	neutral
5	Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.	Ɖekakpui la tsi megbe vie hafi va.	neutral	<pad> neutral</s>	neutral
6	Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.	Adzrom be magblɔ nu siwo katã menya ku ɖe eŋu la na wò.	contradiction	<pad> neutral</s>	neutral
7	Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.	Nyemele nya aɖeke gblɔ ge ku ɖe ŋu o, to egbɔ be nu sɔgbɔ lii si ŋu miake ɖo hafi.	entailment	<pad> contradiction</s>	contradiction
8	Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.	Nyemagblɔ dugãa ƒe ŋutinya o elabena nu sɔgbɔ lii woagblɔ ku ɖe eŋu.	neutral	<pad> neutral</s>	neutral
9	Eya ta nyemenya nu si tae tututu o.	Menye nu si ta wòdzɔ ɖo.	contradiction	<pad> neutral</s>	neutral
10	Eya ta nyemenya nu si tae tututu o.	Nyemenya nu si ta wòɖoli suku ɖo o.	neutral	<pad> neutral</s>	neutral
11	Eya ta nyemenya nu si tae tututu o.	Nyemenya nu si ta wòɖoli suku ɖo o.	entailment	<pad> neutral</s>	neutral
12	Nye ɖeka koe tea ŋu nana euh, nuɖɔɖomɔa zɔ̃na na, na xɔ fafɛ me dodokpɔa.	Medoa dzidzɔ nam be nye ɖeka koe tea ŋu zãna nuɖɔɖomɔa hena dodokpɔawo.	neutral	<pad> contradiction</s>	contradiction
13	Nye ɖeka koe tea ŋu nana euh, nuɖɔɖomɔa zɔ̃na na, na xɔ fafɛ me dodokpɔa.	Wowɔa dodokpɔawo le xɔ fafɛ la me.	entailment	<pad> contradiction</s>	contradiction
14	Nye ɖeka koe tea ŋu nana euh, nuɖɔɖomɔa zɔ̃na na, na xɔ fafɛ me dodokpɔa.	Mǐa dome ame aɖewo ʋu du tsɔ nuɖɔɖomɔawo vɛ na dodokpɔa.	contradiction	<pad> neutral</s>	neutral
15	Menye euh, kpɔvitɔ ƒe amegã xɔgbɔ̃ɖeme abe ale si Rick gblɔe ene.	Megale dɔ wɔm va se ɖe egbe.	contradiction	<pad> neutral</s>	neutral
16	Menye euh, kpɔvitɔ ƒe amegã xɔgbɔ̃ɖeme abe ale si Rick gblɔe ene.	Mexɔ gbɔɖeme le ƒè 2002 lia me.	neutral	<pad> neutral</s>	neutral
17	Menye euh, kpɔvitɔ ƒe amegã xɔgbɔ̃ɖeme abe ale si Rick gblɔe ene.	Rick gblɔe na wò be mexɔ gbɔɖeme.	entailment	<pad> neutral</s>	neutral
18	Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.	Asisinɔ so woyɔa be Cutty la ƒe ɣletikukufe nye $ 10 000	neutral	<pad> neutral</s>	neutral
19	Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.	Asisinɔ aɖe lii si woyɔa be Cutty	entailment	<pad> <unk>fisi dzi nam eye, <unk>, enye Cutty machin-chose t<unk>, nenema woy<unk>a asisin<unk> lae.</s>	unknown
20	Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.	Míaƒe asisinɔ aɖeke metɔ Cutty o.	contradiction	<pad> <unk>fisi dzi nam eye, <unk>, enye Cutty machin-chose t<unk>, nenema woy<unk>a asisin<unk> lae.</s>	unknown
21	Ɖetugbui si ate ŋu kpe ɖe ŋunye lale dua ƒe akpe kemɛ.	Ɖetugbui si ƒe kpekpeɖeŋu mehiã la gbɔ dzidzi le afi sia gbɔ.	entailment	<pad> neutral</s>	neutral
22	Ɖetugbui si ate ŋu kpe ɖe ŋunye lale dua ƒe akpe kemɛ.	Ɖetugbui si akpe ɖe ŋunye la gbɔ le miles 5 tso afi sia.	neutral	<pad> neutral</s>	neutral
