Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.	Isa waliin ammas hin dubbannen ture.	contradiction	<pad> contradiction</s>	contradiction
1	Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.	Baay'ee waanan mufadheef ammas isa waliin haasa'uu jalqabe.	entailment	<pad> neutral</s>	neutral
2	Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.	Haasaa baayyee bareedaa taasifneerra.	neutral	<pad> contradiction</s>	contradiction
3	Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.	Nama kamiinuu wal arguuf homaa natti himamee hin beeku.	contradiction	<pad> neutral</s>	neutral
4	Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.	Wal arguuf gurbaan tokko gara keessaatti anaaf akka waamamu natti himame.	entailment	<pad> contradiction</s>	contradiction
5	Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.	Gurbaan sun xiqqoo turee mul'ate.	neutral	<pad> contradiction</s>	contradiction
6	 Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.	Waa'ee sanaa waanan beeku hunda isinitti himuu barbaada!	contradiction	<pad> neutral</s>	neutral
7	 Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.	Waanti baay'ee kan jedhamu jiraatus, waa'ee sanaa hin dubbadhu.	entailment	<pad> contradiction</s>	contradiction
8	 Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.	Waa'ee seenaa magaalattii hin dubbadhu sababni isaas waanti jedhamu baay'ee waan ta'eef.	neutral	<pad> neutral</s>	neutral
9	Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.	Sababni maaliif akka ta'e ani shakkii tokko malee nan beeka.	contradiction	<pad> neutral</s>	neutral
10	Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.	Maaliif manneen barnootaa akka geeddare hin beeku.	neutral	<pad> neutral</s>	neutral
