premise,hypothesis,label,output
"C'est vrai, je n'y avais pas pensé avant, mais j'ai eu du mal à lui parler.",je ne lui ai plus parlé,contradiction,Contradiction
"C'est vrai, je n'y avais pas pensé avant, mais j'ai eu du mal à lui parler.",J'étais surpris d'avoir fini de lui parler,entailment,Contradiction
"C'est vrai, je n'y avais pas pensé avant, mais j'ai eu du mal à lui parler.",nous avons beaucoup parlé,neutral,Contradiction
"On m'a dit: 'Dans ta prison, on va me conduire avec un homme pour que j'aille le voir.'",personne ne peut me dire que je rencontre quelqu'un,contradiction,Contradiction
"On m'a dit: 'Dans ta prison, on va me conduire avec un homme pour que j'aille le voir.'",on m'a dit qu'on avait appelé un groupe pour que je puisse le rencontrer,entailment,Contradiction
"On m'a dit: 'Dans ta prison, on va me conduire avec un homme pour que j'aille le voir.'",l'homme n'était pas arrivé à l'heure,neutral,Contradiction
il y a tellement de choses que je ne peux pas vous dire à distance,je voulais vous dire tout ce que je savais à ce sujet,contradiction,Contradiction
il y a tellement de choses que je ne peux pas vous dire à distance,Je ne dis pas cela parce qu'il y a beaucoup de gens qui m'accusent.,entailment,Contradiction
il y a tellement de choses que je ne peux pas vous dire à distance,je ne parle pas de la communauté locale car il y a beaucoup à dire,neutral,Contradiction
alors je ne sais pas vraiment ce que c'est,je sais ce qui l'a fait,contradiction,Contradiction
alors je ne sais pas vraiment ce que c'est,je ne sais pas pourquoi il a changé d'école,neutral,Neutral
alors je ne sais pas vraiment ce que c'est,je ne sais pas pourquoi,entailment,Neutral
je n'ai pas pu m'assurer qu'on appliquerait la méthode de mesure dans les chambres inférieures,je ne voulais pas être le seul à utiliser l'appareil de mesure pour les sites,neutral,Contradiction
je n'ai pas pu m'assurer qu'on appliquerait la méthode de mesure dans les chambres inférieures,les toilettes des chambres inférieures l'ont étouffé,entailment,Contradiction
je n'ai pas pu m'assurer qu'on appliquerait la méthode de mesure dans les chambres inférieures,"Certains ont vu d'une part nos faons de faire et d'autre part notre façon d'agir. De cette faon, ils nous ont donn l'occasion de parler avec des gens qui ne connaissent pas Dieu.",contradiction,Neutral
"comme le dit Rick, j'étais un grand chef d'état-major",je travaille toute la journée,contradiction,Neutral
"comme le dit Rick, j'étais un grand chef d'état-major","En 2002, je suis devenue actrice.",neutral,Contradiction
"comme le dit Rick, j'étais un grand chef d'état-major",Rick t'a-t-il dit à quel point je suis déprimé?,entailment,Contradiction
"il y a des copies dans mon bureau, oui, c'est celle de ce client Cutty",le client Cutty gagne 10 000 $ par mois,neutral,Neutral
"il y a des copies dans mon bureau, oui, c'est celle de ce client Cutty",il a un client qui s'appelle Cutty,entailment,Entailment
"il y a des copies dans mon bureau, oui, c'est celle de ce client Cutty",nous n'avons pas de client nommé Cutty,contradiction,Contradiction
la fille que je peux aider est à côté,la fille dont j'ai besoin est loin d'ici,entailment,Contradiction
la fille que je peux aider est à côté,la fille que j'aide habite à environ mille kilomètres,neutral,Contradiction
la fille que je peux aider est à côté,il n'y a personne pour m'aider,contradiction,Contradiction
mais il y a eu des conflits entre les criminels et les membres de la famille,qu'ils travaillent tous ensemble dans les champs,contradiction,Contradiction
mais il y a eu des conflits entre les criminels et les membres de la famille,Ils discutent entre eux pour savoir qui est le chef et qui est le propritaire de la maison.,entailment,Neutral
mais il y a eu des conflits entre les criminels et les membres de la famille,Ils ne parvinrent pas à trouver un accord entre ceux qui devaient occuper le siège et ceux qui devaient occuper les portes.,neutral,Neutral.
"je veux dire que nous n'avons pas cinq enfants, l'un est mort",tous les enfants vivent,contradiction,Contradiction
"je veux dire que nous n'avons pas cinq enfants, l'un est mort",un enfant sur cinq décède,entailment,Contradiction
"je veux dire que nous n'avons pas cinq enfants, l'un est mort",l'enfant décédé est né avec la fièvre,neutral,Neutral
ses larmes se sont mises à couler quand il a dit que c'était Joe qui était arrivé au porche,"alors il parlait en montant le siège, ses yeux s'éclairaient",entailment,Contradiction
ses larmes se sont mises à couler quand il a dit que c'était Joe qui était arrivé au porche,il s'est précipité dans ses larmes en sortant Joe du porche,contradiction,Contradiction
ses larmes se sont mises à couler quand il a dit que c'était Joe qui était arrivé au porche,Elle est tellement contente de voir Joe qu'elle finit par pleurer.,neutral,Contradiction
"si l'huile est toujours en ébullition, pourquoi est-ce qu'elle est en ébullition ou est-ce qu'elle est en ébullition dans un noyau de polymère pour échapper",l'appareil peut survivre à la combustion,neutral,Neutral
"si l'huile est toujours en ébullition, pourquoi est-ce qu'elle est en ébullition ou est-ce qu'elle est en ébullition dans un noyau de polymère pour échapper",l'appareil d'évacuation a échappé à la pollution causée par la chute du pétrole,entailment,Neutral.
"si l'huile est toujours en ébullition, pourquoi est-ce qu'elle est en ébullition ou est-ce qu'elle est en ébullition dans un noyau de polymère pour échapper",l'outil d'interprétation ne peut pas survivre si la langue commence,contradiction,Neutral
"C'est Clem Francis, un officier de l'armée de l'air américaine.",Le chef de l'armée de l'air des États-Unis,entailment,Contradiction
"C'est Clem Francis, un officier de l'armée de l'air américaine.",le chef n'a fait l'objet d'une enquête que ces dernières semaines,neutral,Contradiction
"C'est Clem Francis, un officier de l'armée de l'air américaine.",le chef de l'armée américaine a récemment entamé son mandat,contradiction,Contradiction
"oui, le moment est venu de savoir que nous sommes arrivés deux ou trois jours par semaine, je ne savais pas quand nous serions arrivés",moins d'un carburant arrivera la semaine suivante,entailment,Neutral
"oui, le moment est venu de savoir que nous sommes arrivés deux ou trois jours par semaine, je ne savais pas quand nous serions arrivés",la quantité d'huile est très faible,neutral,Neutral
"oui, le moment est venu de savoir que nous sommes arrivés deux ou trois jours par semaine, je ne savais pas quand nous serions arrivés",il n'y a pas de pétrole qui arrive,contradiction,Neutral
nous avons même eu une formation pour piloter l'appareil mais il a fallu un peu de temps,il faudra trois mois pour terminer l'apprentissage de l'utilisation de l'équipement aérien,neutral,Contradiction
