Unnamed: 0	question	answer	llm	verbalized
0	Janet cooks 16 eggs a day. Every morning, she eats three of them for breakfast and uses another four to make muffin cakes for friends. She sells the rest every day at the village market, each brown egg for $2. How much does she make (in dollars) a day at the market?	18	<pad> Janet cooks 16 eggs a day. She eats 3 eggs for breakfast and uses 4 eggs to make muffin cakes. She sells the rest of the eggs at the market, each brown egg for $2. She makes 16 eggs x $2 = $32. She makes 32 eggs a day at the market.</s>	32
1	For a long coat, two strips of blue thread are needed, and the same number of strips are needed for a white thread. How many strips are needed?	3	<pad> 2 x 2 = 4 strips</s>	4
2	Josh got into a home improvement business. He bought it for $80,000 and spent $50,000 renovating it. The price of the house went up 150%. How did he find the house?	70000	<pad> He bought it for $80,000 and spent $50,000 renovating it. The price of the house went up 150%. He found it by looking at a house on the market.</s>	150
3	Jacques runs three marathons, usually three per week. Each marathon is 60 yards long. How many yards does he run in a marathon?	540	<pad> He runs 60/3=30 marathons per week So he runs 30*3=90 yards per week</s>	90
4	To maintain the health of her chickens, Wendi feeds them three bowls of baked beans, dried peas, and grass. She feeds them three times a day. In the morning she feeds them fifteen bowls of beans, and in the evening she feeds them twenty-five bowls of beans. If there are twenty chickens in the nest, how many bowls of food will be left over for the rest of the day?	20	<pad> Wendi feeds them 15 + 25 = 35 bowls of beans. There are 20 chickens in the nest, so she feeds them 35 / 20 = 3 bowls of food. There are 3 bowls of food left over for the rest of the day, so there will be 3 - 3 = 1 bowl of food left over.</s>	1
5	Kylar goes to the store to buy bottles for her new house. One bottle costs $5, and each second bottle is only 60% of the price. Kylar wants to buy 16 bottles. What will she use to buy them?	64	<pad> Kylar will use a total of 16 bottles * $5 / bottle = $40.</s>	40
6	There are twice as many sheep in Toulouse as there are in Charleston. There are four times as many in Charleston as there are in Seattle. If there are 20 sheep in Seattle, how many sheep are there in Toulouse, Charleston and Seattle combined?	260	<pad> There are 20 sheep in Charleston * 4 = 80 sheep in Charleston. There are 80 sheep in Charleston + 20 sheep in Seattle = 120 sheep in Toulouse, Charleston and Seattle combined.</s>	120
7	Carla is pulling a 200-gauge windshield. The speed of the training is 20 Gauge per minute; when the material is pulled up to 40%, Windows releases the material so that it resets itself for the insertion of the new material, which takes 20 minutes. This causes Carla to start the training again from the beginning. How long does it take to train a book?	160	<pad> 20 minutes</s>	20
8	John ran for three miles [60 km] and returned home because he was sick. He thought he would go for four hours, but he stopped for two because of the rain. In the next half hour, he ran for 30 miles [80 km] before running for the remaining four hours.	45	<pad> He ran for 3 + 2 = 5 hours. He ran for 5 + 30 = 70 miles.</s>	70
9	If Elisa had worked 45 hours during the current week, she would have been paid $1.25 for each additional hour.	460	<pad> $1.25</s>	1
10	A program was downloaded 60 times in the first month. The second month was downloaded three times more than the first month. The third month was downloaded 30%. How many times has the program been downloaded in the last three months?	366	<pad> The second month was downloaded 60 * 3 = 180 times. The third month was downloaded 180 *.3 = 45 times. In the last three months, the program was downloaded 60 + 180 + 45 = 270 times.</s>	270
11	Toula purchased three sets of bicycles at an auction for $68 each; two sets of minibikes for $80 each; and six sets of handbags for $55 each.	694	<pad> $168</s>	168
12	Carlos wants to plant an apple tree. The price of the field is $90. Each year the tree will produce 7 apples and will sell for $1.5. Watering and feeding the tree costs $3 each. How long will it take Carlos to get the apples on his tree?	13	<pad> The cost of watering and feeding the tree is $90 / 3 = $45. So it will take 45 years to get the apples on the tree.</s>	45
13	Melanie sells door-to-door. When she moves into the basement, she sells a third of her carpet, then sells 2 in the red house and finally sells the remaining half in the blue house. If in all of this she has 5 carpets left, how many carpets did she have at the beginning?	18	<pad> Melanie has 3 / 3 * 5 = 15 carpets. She has 15 - 2 = 14 carpets left. She has 5 - 2 = 4 carpets left. At the beginning, Melanie had 14 + 4 = 18 carpets.</s>	18
14	In a dance school with 20 students, 20% of them enrolled in contemporary dance, 25% in Jazz dance and the rest in Hip-hop. How many students falsely enrolled in hip-hop?	60	<pad> 20/20*20= 4 students falsely enrolled in hip-hop</s>	4
