Unnamed: 0	question	answer	llm	verbalized
0	Janet's parents are celebrating on Sunday, November 16th. In the morning, they eat three cookies and use the rest to make muffins for their friends. The rest, she sells the next day for her chicken soup that she purchased 2 pounds of a new chicken. How much (in dollars) will she make the next day for her chicken soup?	18	<pad> Janet's parents eat 3 cookies and use the rest to make muffins for their friends, so they eat 3 cookies + 3 muffins = 5 cookies. The rest, she sells the next day for her chicken soup that she purchased 2 pounds of a new chicken, so she sells the rest for her chicken soup - 2 pounds of chicken = 1 pound of chicken. Janet will make 5 cookies x $1 = $5 for her chicken soup.</s>	5
1	one piece of clothing requires two layers of thin fabric and half the amount of white fabric. how many layers of fabric do we need for the whole piece of clothing	3	<pad> The piece of clothing requires 2 layers of thin fabric and half the amount of white fabric. The total number of layers of fabric is 2 layers of thin fabric + 2 layers of white fabric = 4 layers of fabric.</s>	4
2	Josh owns a home improvement business. He buys an 80,000-square-foot house and then invests $50,000 into the food business. The sale of the house increased the business by 150%. How much did the business benefit?	70000	<pad> The house sold for $80,000 * 150% = $125,000. The business increased by $125,000 * 150% = $225,000.</s>	225000
3	Jacques runs 3 sprints 3 times a week. A typical sprint is 60 meters. All in all, he runs 4 meters a week.	540	<pad> He runs 60/3=30 meters a week.</s>	30
4	In order to protect the health of her chickens, Wendy gives them three bowls of peas mixed with herbs and herbs. She gives them three times a day. If she wants to give them another 25, she will give them the same amount of food at the end of the day, depending on the size of the chickens.	20	<pad> Wendy gives her chickens 3 * 3 = 9 bowls of peas mixed with herbs and herbs. She wants to give them another 25 bowls, so she will give them 9 * 25 = 375 bowls of food.</s>	375
5	Kylar borrowed money to buy months for the new house. One month is worth 5 pf but the second month she doesn't buy when she gets 60% of the stock. Kylar wants to buy 16 months. How much will it cost to buy them?	64	<pad> Kylar will buy 16 months for 16*5=120 pf.</s>	120
6	Toulouse has twice as many sheep as Charleston. Charleston has three times as many sheep as Seattle. If Seattle has 20 sheep, how many sheep does Toulouse have, Charleston and Seattle combined?	260	<pad> Charleston has 3 * 20 = 60 sheep. Toulouse has 2*60 = 120 sheep. Charleston has 120*3 = 360 sheep. Together, Toulouse, Charleston and Seattle have 120+360=540 sheep.</s>	540
7	Carla is taking a 200GB file, removing the 2GB memory that occupies about 40% of the image, and Windows asks her to do some reworking. This takes about 20 minutes. Carla has to restart the image and start from scratch. How long does it take to recover the entire file?	160	<pad> 20 minutes</s>	20
8	Jean drives for 3 hours at a speed of 60mph, then turns around and doesn't realize that she's forgotten something important at home. She tries to get home at 4 hours, but it takes her two hours to get home because of a car accident. Half an hour later, she runs at 30mph and drives at 80mph at 4 hours. What is the distance between her home and home if the 4 hours are right?	45	<pad> Jean drives for 3 hours at a speed of 60mph, then turns around and doesn't realize that she's forgotten something important at home. She tries to get home at 4 hours, but it takes her two hours to get home because of a car accident. Half an hour later, she runs at 30mph and drives at 80mph at 4 hours. The distance between her home and home if the 4 hours are right is 80mph + 30mph = 120mph.</s>	120
9	If a worker works 40 hours a week, Elisa's hourly wage is 10 pf and she earns the same amount of energy for the hours she works per month. If a worker works 45 hours a week, how much is her hourly wage?	460	<pad> 10 pf</s>	10
