Unnamed: 0	question	answer	llm	verbalized
0	Janet's ducks lay 16 eggs a day. Each morning she eats three for breakfast and then cooks muffins for her friends with four eggs. She then sells the remainder at the farmers' market for $2 a duck egg. How much money does she make a day at the farmers' market?	18	<pad> Janet eats 3 + 4 = 7 eggs a day. She sells 16 - 7 = 11 eggs a day. She makes $2 x 11 = $22 a day at the farmers' market.</s>	22
1	A cloth takes 2 bolts of blue fiber through the middle of the white fiber. How many bolts does this cloth take?	3	<pad> 2</s>	2
2	Josh decides to try buying and selling a house. He buys a house for $80,000 and then invests $50,000 to renovate it. This increases the price of the house by 150%. How much profit did he make?	70000	<pad> He sold the house for $80,000 * 150% = $125,000. So he made $125,000 - $50,000 = $60,000 profit.</s>	60000
3	James has decided to run 3 sprints 3 times a week. He runs 60 meters in each sprint. How many meters does he run in a week?	540	<pad> He runs 60 x 3 = 180 meters in a week. So he runs 180 x 3 = 540 meters in a week.</s>	540
4	Every day, Wendi gives each of her chickens three cups of a mixture of chicken food, consisting of seeds, coconut flour and vegetables for their health.She gives the chickens their food three times.In the morning she gives her chickens 15 cups of food.In the afternoon she gives her chickens another 25 cups of food.How many cups of food would she want to give her chickens in the last meal of the day if Wendi's chickens are 20?	20	<pad> Wendi gives her chickens 15 + 25 = 45 cups of food. In the last meal of the day, she wants to give her chickens 20 - 45 = 5 cups of food.</s>	5
5	Kylar went to the store to buy glasses for her new home. A pair of glasses cost $5 but buying a second pair cost 60% of the original price. Kylar wants to buy 16 glasses. How much should she pay for these glasses?	64	<pad> Kylar will pay $5 x 2 = $10 for the second pair of glasses. So she will pay $10 x 2 = $20 for the second pair of glasses. So she will pay $20 x 16 = $320 for the glasses.</s>	320
6	Toulouse has twice as many votes as Charleston. Charleston also has four more votes than Seattle. How many votes do Toulouse, Charleston and Seattle have if Seattle has 20?	260	<pad> Charleston has 20+4 = 24 votes. Toulouse has 24*2 = 48 votes. Together, they have 48+20 = 68 votes.</s>	68
7	Carla is downloading a 200GB file. She usually downloads 2GB/minute, but 40% of the time in between downloads, Windows forces a restart to install updates, which takes 20 minutes. Carla restarts the download from the beginning. How long will it take to download the file?	160	<pad> Carla will download the file in 200GB / 2GB/minute = 100 minutes. Windows forces a restart to install updates, which takes 20 minutes, so it will take 100 minutes * 0.4 = 40 minutes to download the file. Carla restarts the download from the beginning, so it will take 100 minutes + 40 minutes = 140 minutes to download the file.</s>	140
8	John drives for 3 hours at 60mph and returns home after remembering that he forgot something at home. He tries to get home by 4 hours but spends the first 2 hours waiting for traffic to stop. He then spends the middle part of the hour running at 30mph, before he can drive the remaining 4 hours at 80mph. How far would he be from home by the end of 4 hours?	45	<pad> He would be 80-60-30 = 20 miles from home.</s>	20
9	Eliza earns $10 an hour for the first 40 hours, and if she continues to work above her work rate, she will earn more than $10 an hour and 1.2 times that amount. If Eliza works 45 hours this week, how much will she earn?	460	<pad> Eliza will earn $10*1.2=$15 an hour. If she works 45 hours this week, she will earn 45*15=$750 an hour.</s>	750
10	The new program had 60 downloads in the first month. The second month's downloads were three times those of the first month, but were reduced by 30% by the third month. How many downloads did the program have at the end of the three months?	366	<pad> The second month's downloads were 60 * 3 = 180. The third month's downloads were 180 *.3 = 45 downloads. The total number of downloads in the three months was 60 + 180 + 45 = 270.</s>	270
