Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Sinnaddamu kwogerako naye.	contradiction	<pad> entailment</s>	entailment
1	Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.	entailment	<pad> entailment</s>	entailment
2	Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.	Twafunamu okwogera okulungi.	neutral	<pad> neutral</s>	neutral
3	Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.	contradiction	<pad> neutral</s>	neutral
4	Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	entailment	<pad> entailment</s>	entailment
5	Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.	Mwanamulenzi yajja kikeerezimu.	neutral	<pad> neutral</s>	neutral
6	Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Njagala nkubuulire byonna bye mmanyi ku ekyo!	contradiction	<pad> entailment</s>	entailment
7	Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.	entailment	<pad> neutral</s>	neutral
8	Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.	Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.	neutral	<pad> neutral</s>	neutral
9	Kale nno, simanyidde ddala lwaki.	Neekakasa ensonga lwaki.	contradiction	<pad> neutral</s>	neutral
10	Kale nno, simanyidde ddala lwaki.	Simanyi lwaki yakyusakyusa amasomero.	neutral	<pad> neutral</s>	neutral
11	Kale nno, simanyidde ddala lwaki.	Simanyi lwaki ekyo kyagwawo.	entailment	<pad> entailment</s>	entailment
12	Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.	Ssaakyagala kubeera nzekka nga nze nsobola okukozesa obuuma mu kugezesa.	neutral	<pad> entailment</s>	entailment
13	Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.	Okugezesebwa baakukolera mu kasenge omulondoolerwa enkyukakyuka y'embeera y'ekintu.	entailment	<pad> entailment</s>	entailment
14	Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.	Batono ku ffe abaddukanya obuuma mu kugezesa.	contradiction	<pad> neutral</s>	neutral
15	Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.	N'okutuusa leero, nkyakola.	contradiction	<pad> neutral</s>	neutral
16	Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.	Nawummula mu 2002.	neutral	<pad> neutral</s>	neutral
