Unnamed: 0	question	answer	llm	verbalized
0	Mabata ya Janet ezobwaka makei 16 na mokolo. Na ntango nyoso, akolia misato na lipati ya ntango mpe kosalela minei misusu mpo ya kolamba muffin mpo ya baninga. Oyo etikali, akoteka yango mokolo nyoso na zando ya bilanga, na ntalo ya 2$ na likei ya mabata ya sika. Motuya boni (na dollar) akozwaka mikolo nyoso na zando ya bilanga?	18	Mikolo 8.	8
1	Lobe moko esengaka ba rouleau 2 ya fibre (elamba) ya langi blue mpe ndambo ya bilamba ya mpembe. Motuya boni ya ba rouleau na nyoso?	3	Mvita! Ba rouleau 2 ya fibre (elamba) ya langi blue mpe ndambo ya bilamba ya mpembe, motuya boni ya kati ya 50m.	50
2	Josh akoti na mosala ya kobongisa ndako. Asombi na ntalo ya 80 000 $ mpe atiyi mbongo 50 000 $ mpo ya kobongisa yango. Motuya ya ndako emati na 150 %. Matabisi boni azwi?	70000	Matabisi azwi 230 000 $.	230000
3	Jacques azali kosala kolanda mbangu ya makasi 3 mbala 3 na poso. Akopota 60 metele na mbangu ya makasi nyoso. Ba metele boni apoti na poso?	540	Ba metele 20 apoti na poso.	20
4	Mpo na kobatela ba nsoso na ye na nzoto kolongono, Wendi apesaka bango mikolo nyoso sani misato ya biloko ya kosangisa ezali na mbuma, nkusu ya fufu mpe ndunda. Alesaka bango na bilei misato ya kokabola. Na ntongo , apesi bango sani 15 ya biloko. Na mpokwa, apesi bango 25 mosusu. Soki bibwele na ye ezali na nsoso 20, motuya boni ya sani ya bilie asengeli kopesa na bango mpo na kolia ya nsuka ya mokolo ?	20	Mpo na kobatela, Wendi asengeli kopesa na bango 20 - 15 = 5 ya biloko na ntongo, mpe 20 - 25 = -5 mosusu na mpokwa. Kasi, soki bibwele na ye ezali na nsoso 20, motuya boni ya sani ya bilie asengeli kopesa na bango mpo na kolia ya nsuka ya mokolo ezali 5.	5
5	Kylar akeyi na magasin mpo na kosomba ba verre mpo na ndako na ye ya sika. Verre moko ezali na motuya ya 5$, kasi verre nyoso elandi ezali na motuya ya 60% ya ntalo. Kylar alingi 16 verre. Motuya boni asengeli kofuta mpo ya kosomba yango?	64	Motuya boni asengeli kofuta mpo ya kosomba yango ezali 80$.	80
6	Toulouse ezali na koleka mbala mibale na ba mpata ya Charleston. Charleston ezali koleka mbala minei ya Seattle. Soki Seattle azali na mpata 20, motuya ya mpata ya Toulouse, Charleston na Seattle ezali nyoso?	260	Mpata ya Toulouse ezali 4, mpata ya Charleston ezali 12, mpata ya Seattle ezali 20.	20
7	Carla azali ko telecharge fichier moko ya 200 Go. Azo telecharge na mbangu ya 2 Go na minute kasi na 40% ya telechargement, Windows atindi kopelisa lisusu mpo ya kofandisa ba mise a jour, wana ekozwa 20 minute. Carla asengeli kobandela telechargement na ebandela. Ngonga boni esengeli mpo na ko telecharge fichier?	160	Carla azali ko kisa na kombo ya 160 Go kasi na 40% ya telechargement, azali ko kisa na kombo ya 80 Go. Ngonga boni esengeli mpo na ko telecharge fichier moko ya 200 Go, Carla asengeli kobandela 120 Go.	120
8	Jean akumbi motuka kobanda ngonga 3 na mbangu ya 60 mph, mpe azongi na nsima na ntango amoni ete abosani eloko moko ya motuya na ndako. Ameki kozonga na ngonga 4, kasi abungisi ngonga 2 ya yambo na embouteillage. O ntango ya ndambo ya ngonga elandi, akumbi na 30 mph, liboso ya kokumba na 80 mph ntango etikalaki ya ngonga 4. Ntaka boni ekaboli na ndako na ye na nsuka ya ngonga 4 ?	45	Ebandeli, ntaka boni ekaboli na ndako na ye na nsuka ya ngonga 4, kasi akumbi motuka kobanda ngonga 3 na mbangu ya 60 mph, mpe azongi na nsima na ntango amoni ete abosani eloko moko ya motuya na ndako. Akumbi na 30 mph liboso ya kokumba na 80 mph ntango etikalaki ya ngonga 4, kasi abungisi ngonga 2 ya yambo na embouteillage. O ntango ya ndambo ya ngonga elandi, ekaboli ekomi na ndako na ye na nsuka ya ngonga 4, kasi ekomi na ntangu ya 120 mph.	120
9	PONA ba 40 heure ya liboso ya musala ya mposo, taux ya ngonga Moko ya Elisa eza ya 10$. Pona ba tango ya likolo, azali PE kozua lifuti Oyo ezali mbala 1,2 ya taux ngonga moko ndenge ezalaka. Soko mposo Oyo Elisa a sali 45 heures, lifuta Na ye eko Zala boni?	460	Elisa a sali 45 heures, azali PE kozua lifuti Oyo ezali 1,2 x 10$ = 12$. Soki Elisa a koma 5 heures ya liboso, azali PE kozua lifuti Oyo ezali 12$ - 5$ = 7$.	7
10	Pologalami ya sika ezalaki telecharge mbula 60 na sanza ya liboso. Motango ya telechargement na sanza ya mibale ezalaki mbala misato likolo na sanza ya liboso. Na nsima ekiti na 30% na sanza ya misato. Mbala boni na nyoso pologalami ezalaki telecharge na kati ya sanza misato oyo?	366	Mbala boni na nyoso pologalami ezalaki telecharge na kati ya sanza misato oyo ezalaki 42.	42
11	Toula a sombaki ba pâtisseries Ako kesana Na ba ndako ya map. Asombaki ba douzaine mosato ya mikate na 68$ PONA douzaine Moko, ba douzaine mosato ya ba Gato ya mukié na 80$ PONA douzaine Moko PE ba douzaine motoba ya ba Gato ya fromage ya mukié na 55$ PONA douzaine Moko. Talo ya biloko nionso eza boni ?	694	Biloko nionso eza 203$.	203
12	Carlos alingi a lona nzete ya Lilala. Talo ya boloni ezali 90$. mbula inso, nzete eko Banda ko bota ba 7 Malala Oyo eko tekama 1.5$ Na Moko. Bosopeli mayi PE Boliesi nzete ezali 3$ Na mbula. Ba mbula boni esengeli Na Carlos ko Zela yambo abanda ko zua mbongo na nzete ya Lilala na ye?	13	Ba Carlos alingi kozela 90$ - (7 x 1.5$) - 3$ = 75$.	75
13	Mélanie asalaka musala ya kendaka ndaku Na ndaku Pona ko Teka biloko. Atekaki Moko na misato ya ba aspirateur Na ye na na ndaku ya vert, na sima atekaki mibale Na ndaku ya rouge, PE na suka kati kati ya Oyo etikalaki atekaki ya go 'a ndaku ya orange. Soki Melanie atikali Na 5 aspirateurs, azalaki Na ba aspirateur boni Na ebandeli?	18	Melanie azalaki na aspirateur 6, kasi na 5 aspirateurs ya mibu, na aspirateur ya 6 azalaki ya orange.	6
14	Na kelasi ya mabina Oyo ezali Na Bana kelasi 20, 20% na kati na Bango ba komisaki ba kombo na bango na ya maBina comtemporaine, 25% na mabina ya jazz PE ba Oyo batikali Na mabina ya hip-hop. Pourcentage ya Bana kelasi ya mabina ya hip-hop eaa boni?	60	55%	55
15	Moto wa mombongo akotatabana kati ya biloko 2 ya kosomba : ba bijoux ya motuya ya 5 000 $ to ba gadgets ya electroniques ya motuya ya 8 000 $. Mopesi malako ya finance na ye alobi mpo na komata ya 2,5 % na zando ya ba bijoux mpe 1,2 % mpo na oyo ya gadget electronique na kati ya sanza moko. Soki moto wa mombongo aponi oyo ekosalisa ye a maximiser matabisi na nsuka ya sanza, motuya boni ya mbongo ya matabisi ?	125	Moto wa mombongo aponi oyo ekosalisa ye a maximiser matabisi na nsuka ya sanza, motuya boni ya mbongo ya matabisi ezali 5 000 $ x 2,5 % + 8 000 $ x 1,2 % = 125 $ + 96 $ = 221 $.	221
16	ba engunduka mibale ezo kende kobanda San Rafael na tango Moko. bazo kende Nanu na ouest PE ba tamboli Bango mibale 80 km. mokolo elandi , ba keyi mobembo Na nord, ba kumbi 150km. distance Nini ba engunduka mibale etamboli Na mikolo mibale Oyo?	230	Mikolo mibale Oyo, distance Nini ba engunduka mibale etamboli Na mikolo mibale Oyo ezali 230 km.	230
17	Jill a gagnaka 20$ na heure Na ndenge aza molakisi ya muasi PE 30$ ndemge aza molakisi ya mabina na Bana mukié. soki Azo sala 35 heures Na mposo lokola molakisi ya muasi, 15heures na mposo lokola molakisi mabina PE 50 mposo Na mbula, lifuti Na ya ya mbula eza boni?	57500	"Mbote! (Hello!)

Mposo ya Jill eza 20$ x 35 heures = 700$ (muasi)
Mposo ya ndenge eza 30$ x 15 heures = 450$ (mabina)
Mposo ya mbula eza 50$ x 1 = 50$
Lifuti Na ya ya mbula eza boni, eza 700$ + 450$ + 50$ = 1200$."	1200
18	Mpo na kolia na ye ya ntango, Claire alambaka makei 3 ntango nyoso. Motuya boni ya ba zomi na mibale ya makei akolia na poso 4 ?	7	Motuya boni ya ba zomi na mibale ya makei akolia na poso 7.	7
19	Marissa atamboli na nzela ya molai ya 12 miles. Asali ngonga 1 mpo ya kotambola 4 miles ya liboso, mpe ngonga mosusu mpo na miles mibale elandi. Soki alingi ete mbangu ya moyenne ezala 4 miles na ngonga, mbangu nini ( na miles na ngonga) asengeli kokoma na ntaka etikali ?	6	Mbangu ya moyenne ezala 4 miles na ngonga, Marissa asengeli kokoma na ntaka etikali 3 miles na ngonga.	3
