Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Eh bien, je ne pensais même pas à cela, mais j'étais si frustré, et j'ai fini par lui reparler.	Je ne lui ai pas parlé de nouveau	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Eh bien, je ne pensais même pas à cela, mais j'étais si frustré, et j'ai fini par lui reparler.
HYPOTHESIS: Je ne lui ai pas parlé de nouveau
Is it  entailment, contradiction, or neutral?"	neutral
1	Eh bien, je ne pensais même pas à cela, mais j'étais si frustré, et j'ai fini par lui reparler.	J'étais si contrarié que je commençais juste à lui parler à nouveau.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Eh bien, je ne pensais même pas à cela, mais j'étais si frustré, et j'ai fini par lui reparler.
HYPOTHESIS: J'étais si contrarié que je commençais juste à lui parler à nouveau.
Is it  entailment, contradiction, or neutral?"	neutral
2	Eh bien, je ne pensais même pas à cela, mais j'étais si frustré, et j'ai fini par lui reparler.	Nous avons eu une grande discussion.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Eh bien, je ne pensais même pas à cela, mais j'étais si frustré, et j'ai fini par lui reparler.
HYPOTHESIS: Nous avons eu une grande discussion.
Is it  entailment, contradiction, or neutral?"	neutral
3	Ils m'ont dit qu'à la fin, on m'amènerait un homme pour que je le rencontre.	On ne m'a jamais dit de rencontrer qui que ce soit.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ils m'ont dit qu'à la fin, on m'amènerait un homme pour que je le rencontre.
HYPOTHESIS: On ne m'a jamais dit de rencontrer qui que ce soit.
Is it  entailment, contradiction, or neutral?"	neutral
4	Ils m'ont dit qu'à la fin, on m'amènerait un homme pour que je le rencontre.	On m'a dit qu'un gars avait été appelé pour me rencontrer.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ils m'ont dit qu'à la fin, on m'amènerait un homme pour que je le rencontre.
HYPOTHESIS: On m'a dit qu'un gars avait été appelé pour me rencontrer.
Is it  entailment, contradiction, or neutral?"	neutral
5	Ils m'ont dit qu'à la fin, on m'amènerait un homme pour que je le rencontre.	Le gars arriva un peu en retard.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ils m'ont dit qu'à la fin, on m'amènerait un homme pour que je le rencontre.
HYPOTHESIS: Le gars arriva un peu en retard.
Is it  entailment, contradiction, or neutral?

Please help me with that.

Thank you."	neutral
6	Il y a tellement de choses dont vous pourriez parler que je vais juste m'en passer.	J'aimerais vous dire tout ce que je sais à propos de cela !	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Il y a tellement de choses dont vous pourriez parler que je vais juste m'en passer.
HYPOTHESIS: J'aimerais vous dire tout ce que je sais à propos de cela !
Is it  entailment, contradiction, or neutral?"	neutral
7	Il y a tellement de choses dont vous pourriez parler que je vais juste m'en passer.	Je n'en parlerai pas, même s'il y a beaucoup à couvrir.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Il y a tellement de choses dont vous pourriez parler que je vais juste m'en passer.
HYPOTHESIS: Je n'en parlerai pas, même s'il y a beaucoup à couvrir.
Is it  entailment, contradiction, or neutral?"	neutral
8	Il y a tellement de choses dont vous pourriez parler que je vais juste m'en passer.	Je ne vais pas parler de l'histoire de la ville parce qu'il y aurait trop de choses à dire.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Il y a tellement de choses dont vous pourriez parler que je vais juste m'en passer.
HYPOTHESIS: Je ne vais pas parler de l'histoire de la ville parce qu'il y aurait trop de choses à dire.
Is it  entailment, contradiction, or neutral?"	neutral
9	Donc je ne sais pas vraiment pourquoi.	Je connais la raison pour laquelle c’est arrivé.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Donc je ne sais pas vraiment pourquoi.
HYPOTHESIS: Je connais la raison pour laquelle c’est arrivé.
Is it  entailment, contradiction, or neutral?"	neutral
10	Donc je ne sais pas vraiment pourquoi.	Je ne sais pas pourquoi il a changé d'école.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Donc je ne sais pas vraiment pourquoi.
HYPOTHESIS: Je ne sais pas pourquoi il a changé d'école.
Is it  entailment, contradiction, or neutral?"	neutral
11	Donc je ne sais pas vraiment pourquoi.	Je ne sais pas pourquoi c'est arrivé.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Donc je ne sais pas vraiment pourquoi.
HYPOTHESIS: Je ne sais pas pourquoi c'est arrivé.
Is it  entailment, contradiction, or neutral?"	neutral
12	J'étais le seul à, euh, toujours faire marcher les régulateurs pour le, le test dans les chambres d'altitude miniatures.	Je n'aimais pas être le seul utilisant les régulateurs pour les tests.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: J'étais le seul à, euh, toujours faire marcher les régulateurs pour le, le test dans les chambres d'altitude miniatures.
HYPOTHESIS: Je n'aimais pas être le seul utilisant les régulateurs pour les tests.
Is it  entailment, contradiction, or neutral?"	neutral
13	J'étais le seul à, euh, toujours faire marcher les régulateurs pour le, le test dans les chambres d'altitude miniatures.	Les tests étaient effectués dans la chambre miniature en altitude.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: J'étais le seul à, euh, toujours faire marcher les régulateurs pour le, le test dans les chambres d'altitude miniatures.
HYPOTHESIS: Les tests étaient effectués dans la chambre miniature en altitude.
Is it  entailment, contradiction, or neutral?"	neutral
14	J'étais le seul à, euh, toujours faire marcher les régulateurs pour le, le test dans les chambres d'altitude miniatures.	Quelques-uns d'entre nous ont couru avec les régulateurs pour le test.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: J'étais le seul à, euh, toujours faire marcher les régulateurs pour le, le test dans les chambres d'altitude miniatures.
HYPOTHESIS: Quelques-uns d'entre nous ont couru avec les régulateurs pour le test.
Is it  entailment, contradiction, or neutral?"	neutral
15	Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.	Je travaille encore jusqu'à ce jour.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.
HYPOTHESIS: Je travaille encore jusqu'à ce jour.
Is it  entailment, contradiction, or neutral?

I would say it is a contradiction. The premise states that the person is retired, while the hypothesis states that they are still working."	contradiction
16	Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.	Je suis allé en retraite en 2002.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.
HYPOTHESIS: Je suis allé en retraite en 2002.
Is it  entailment, contradiction, or neutral?"	neutral
17	Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.	Rick t'a dit que j'étais à la retraite.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Je suis euh, grand sergent chef, à la retraite, comme Rick l'a dit.
HYPOTHESIS: Rick t'a dit que j'étais à la retraite.
Is it  entailment, contradiction, or neutral?"	neutral
18	J'ai des prévisions de flux de trésorerie sur mon bureau et, ah oui, c'est pour Cutty machin-chose, c'est ça le nom du client.	Le client nommé Cutty gagne 10 000 $ par mois.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: J'ai des prévisions de flux de trésorerie sur mon bureau et, ah oui, c'est pour Cutty machin-chose, c'est ça le nom du client.
HYPOTHESIS: Le client nommé Cutty gagne 10 000 $ par mois.
Is it  entailment, contradiction, or neutral?"	neutral
19	J'ai des prévisions de flux de trésorerie sur mon bureau et, ah oui, c'est pour Cutty machin-chose, c'est ça le nom du client.	Il y a un client nommé Cutty.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: J'ai des prévisions de flux de trésorerie sur mon bureau et, ah oui, c'est pour Cutty machin-chose, c'est ça le nom du client.
HYPOTHESIS: Il y a un client nommé Cutty.
Is it  entailment, contradiction, or neutral?"	neutral
20	J'ai des prévisions de flux de trésorerie sur mon bureau et, ah oui, c'est pour Cutty machin-chose, c'est ça le nom du client.	Nous n'avons aucun client nommé Cutty.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: J'ai des prévisions de flux de trésorerie sur mon bureau et, ah oui, c'est pour Cutty machin-chose, c'est ça le nom du client.
HYPOTHESIS: Nous n'avons aucun client nommé Cutty.
Is it  entailment, contradiction, or neutral?"	neutral
21	La fille qui peut m'aider est à l'autre bout de la ville.	La fille dont j'ai besoin de l'aide vit loin d'ici.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: La fille qui peut m'aider est à l'autre bout de la ville.
HYPOTHESIS: La fille dont j'ai besoin de l'aide vit loin d'ici.
Is it  entailment, contradiction, or neutral?

I'm thinking contradiction. The premise states that the girl who can help is at the other end of the city, which implies that she does not live nearby, which contradicts the hypothesis that the girl whom I need help from lives far away. 

Please correct me if I'm wrong."	contradiction
22	La fille qui peut m'aider est à l'autre bout de la ville.	La fille qui va m'aider est à 5 miles de là.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: La fille qui peut m'aider est à l'autre bout de la ville.
HYPOTHESIS: La fille qui va m'aider est à 5 miles de là.
Is it  entailment, contradiction, or neutral?"	neutral
23	La fille qui peut m'aider est à l'autre bout de la ville.	Il n'y a personne qui pourrait m'aider.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: La fille qui peut m'aider est à l'autre bout de la ville.
HYPOTHESIS: Il n'y a personne qui pourrait m'aider.
Is it  entailment, contradiction, or neutral?"	neutral
24	Mais ils étaient divisés au sujet de qui étaient les gens de terrain et qui étaient les enfants de la maison, c'était plutôt ...	Ils ont convenu qu'ils travailleraient tous dans les champs.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Mais ils étaient divisés au sujet de qui étaient les gens de terrain et qui étaient les enfants de la maison, c'était plutôt ...
HYPOTHESIS: Ils ont convenu qu'ils travailleraient tous dans les champs.
Is it  entailment, contradiction, or neutral?"	neutral
25	Mais ils étaient divisés au sujet de qui étaient les gens de terrain et qui étaient les enfants de la maison, c'était plutôt ...	Ils ne pouvaient pas s'entendre sur qui était plutôt destiné au travail de main d'oeuvre et qui appartenait à la maison.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Mais ils étaient divisés au sujet de qui étaient les gens de terrain et qui étaient les enfants de la maison, c'était plutôt ...
HYPOTHESIS: Ils ne pouvaient pas s'entendre sur qui était plutôt destiné au travail de main d'oeuvre et qui appartenait à la maison.
Is it  entailment, contradiction, or neutral?"	neutral
26	Mais ils étaient divisés au sujet de qui étaient les gens de terrain et qui étaient les enfants de la maison, c'était plutôt ...	Ils ne pouvaient pas s'entendre sur qui devrait travailler dans le champ de coton et qui devrait éponger les planchers.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Mais ils étaient divisés au sujet de qui étaient les gens de terrain et qui étaient les enfants de la maison, c'était plutôt ...
HYPOTHESIS: Ils ne pouvaient pas s'entendre sur qui devrait travailler dans le champ de coton et qui devrait éponger les planchers.
Is it  entailment, contradiction, or neutral?"	neutral
27	Je veux dire qu'ils n'ont eu que cinq enfants, l'un d'eux est mort.	Tous leurs enfants ont survécu.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Je veux dire qu'ils n'ont eu que cinq enfants, l'un d'eux est mort.
HYPOTHESIS: Tous leurs enfants ont survécu.
Is it  entailment, contradiction, or neutral?

I would say it is a contradiction. The premise states that one of their children has died, which contradicts the hypothesis that all of their children have survived."	contradiction
28	Je veux dire qu'ils n'ont eu que cinq enfants, l'un d'eux est mort.	Un enfant sur cinq mourait.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Je veux dire qu'ils n'ont eu que cinq enfants, l'un d'eux est mort.
HYPOTHESIS: Un enfant sur cinq mourait.
Is it  entailment, contradiction, or neutral?"	neutral
29	Je veux dire qu'ils n'ont eu que cinq enfants, l'un d'eux est mort.	L'enfant qui est décédé était né malade.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Je veux dire qu'ils n'ont eu que cinq enfants, l'un d'eux est mort.
HYPOTHESIS: L'enfant qui est décédé était né malade.
Is it  entailment, contradiction, or neutral?

I would say it's neutral. The premise only states that the family had five children, and one of them died, without providing any information about the cause of death. The hypothesis states that the deceased child was born sick, but the premise does not confirm or deny this. Therefore, the two statements are neutral with respect to each other."	neutral
30	Elle a dit qu'il y avait juste des larmes qui descendaient de ses yeux et elle a dit, puis elle a dit que Joe est venu sur le porche.	Comme elle disait de monter le porche, elle avait les larmes aux yeux.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Elle a dit qu'il y avait juste des larmes qui descendaient de ses yeux et elle a dit, puis elle a dit que Joe est venu sur le porche.
HYPOTHESIS: Comme elle disait de monter le porche, elle avait les larmes aux yeux.
Is it  entailment, contradiction, or neutral?"	neutral
