	premise	hypothesis	label	llm
0	Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.	I never spoke to him again.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.
HYPOTHESIS: I never spoke to him again.
Is it  entailment, contradiction, or neutral? 

Please help me with this! Thank you!"
1	Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.	I was so upset that I started talking to him again.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.
HYPOTHESIS: I was so upset that I started talking to him again.
Is it  entailment, contradiction, or neutral?"
2	Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.	We made it a very enjoyable talk.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Okay, I wasn't even thinking about that, but I got so mad, I ended up talking to him again.
HYPOTHESIS: We made it a very enjoyable talk.
Is it  entailment, contradiction, or neutral?

Please help me with this. Thank you!"
3	"They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him""."	I had never been invited to meet anyone.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him"".
HYPOTHESIS: I had never been invited to meet anyone.
Is it  entailment, contradiction, or neutral? 

Please help me with this.

Thank you. "
4	"They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him""."	I was told that a young man was to be called in to see me.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him"".
HYPOTHESIS: I was told that a young man was to be called in to see me.
Is it  entailment, contradiction, or neutral? 

I would say that the premise contradicts the hypothesis. The premise states that the speaker was told that a priest would invite them to meet, while the hypothesis states that a young man would be called in to see the speaker. These are two different individuals, so the premise contradicts the hypothesis."
5	"They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him""."	The boy appeared to be very young.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They said, ""Oh, they told me that I would eventually be invited by a priest to meet with him"".
HYPOTHESIS: The boy appeared to be very young.
Is it  entailment, contradiction, or neutral?"
6	We have much to say about this man, but we will pass on to the next.	I want to tell you all I know about it!	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: We have much to say about this man, but we will pass on to the next.
HYPOTHESIS: I want to tell you all I know about it!
Is it  entailment, contradiction, or neutral?"
7	We have much to say about this man, but we will pass on to the next.	There is much more to be said, but I will not talk about it.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: We have much to say about this man, but we will pass on to the next.
HYPOTHESIS: There is much more to be said, but I will not talk about it.
Is it  entailment, contradiction, or neutral? 

Please help me with this. 

Thank you."
8	We have much to say about this man, but we will pass on to the next.	I'm not going to talk about the history of the city, because there's so much history.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: We have much to say about this man, but we will pass on to the next.
HYPOTHESIS: I'm not going to talk about the history of the city, because there's so much history.
Is it  entailment, contradiction, or neutral?"
9	So I really don't know why.	I have no doubt as to why.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: So I really don't know why.
HYPOTHESIS: I have no doubt as to why.
Is it  entailment, contradiction, or neutral?"
