Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom	waxaataguma ak moom	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom
HYPOTHESIS: waxaataguma ak moom
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. The premise states that something is done without a specific reason, while the hypothesis suggests that the action is done for a specific reason."	entailment
1	dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom	Dama jaaxlewoon ba dama mujje waxaat ak moom	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom
HYPOTHESIS: Dama jaaxlewoon ba dama mujje waxaat ak moom
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom is true, then dama jaaxlewoon ba dama mujje waxaat ak moom is also true."	entailment
2	dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom	waxtaan nanu lu yaatu	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom
HYPOTHESIS: waxtaan nanu lu yaatu
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. The premise states that something is not good, while the hypothesis states that something is good. These two statements are logically contradictory."	entailment
3	dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom	kenn mësu ma wax ma dajeek kenn	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom
HYPOTHESIS: kenn mësu ma wax ma dajeek kenn
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If something cannot be done, then it cannot be done well."	entailment
4	dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom	nee nanu ma woowoon nanu  benn waay ngir ma dajeek moom	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom
HYPOTHESIS: nee nanu ma woowoon nanu  benn waay ngir ma dajeek moom
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If it is not possible to work and not possible to go to school, then it is not possible to have a job."	entailment
5	dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom	waa ji dafa dikkul woon ca waxtu wa	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom
HYPOTHESIS: waa ji dafa dikkul woon ca waxtu wa
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If it is not possible to work and not possible to rest, it follows that there will be difficulties working at a certain time."	entailment
6	am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore	dama leen bëggoon a wax lépp li ma xam ci mbir mi	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore
HYPOTHESIS: dama leen bëggoon a wax lépp li ma xam ci mbir mi
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. The premise states that if a person is very beautiful, then they will not be able to concentrate on their studies. The hypothesis is that beautiful people will be tempted to look at their appearance rather than focus on their studies. These two statements are logically equivalent."	entailment
7	am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore	duma ci wax, donte sax am na ñu bare ñu may sàng sutura	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore
HYPOTHESIS: duma ci wax, donte sax am na ñu bare ñu may sàng sutura
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise states that if a person is very angry, they will definitely lose their temper. The hypothesis states that if there is anger, it is not possible for a person to maintain their composure. The premise is a stronger statement than the hypothesis. Therefore, the premise entails the hypothesis."	entailment
8	am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore	duma wax ci mbooru dëkk bi ndax li ñu ci mën a wax dafa bare	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore
HYPOTHESIS: duma wax ci mbooru dëkk bi ndax li ñu ci mën a wax dafa bare
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:** The premise logically implies the hypothesis. The premise states that a person is unable to do something, while the hypothesis states that the person is unable to do it for a long time."	entailment
9	kon xamuma, dëgg-dëgg, li ko waral	xam naa  li ko waral	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: kon xamuma, dëgg-dëgg, li ko waral
HYPOTHESIS: xam naa  li ko waral
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If it is true that kon xamuma, dëgg-dëgg, li ko waral, then it is also true that xam naa li ko waral."	entailment
10	kon xamuma, dëgg-dëgg, li ko waral	xamuma lu tax mu soppi ab lekool	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: kon xamuma, dëgg-dëgg, li ko waral
HYPOTHESIS: xamuma lu tax mu soppi ab lekool
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If it is always raining (premise), then it is always raining heavily enough to make puddles (hypothesis)."	entailment
11	kon xamuma, dëgg-dëgg, li ko waral	xamuma li ko waral	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: kon xamuma, dëgg-dëgg, li ko waral
HYPOTHESIS: xamuma li ko waral
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If it is true that kon xamuma, dëgg-dëgg, li ko waral, then it follows logically that xamuma li ko waral."	entailment
12	man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi	bëgguma woon a nekk kenn rekk ki doon jëfandikoo jumtuwaayu natt bi ngir saytu yi	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi
HYPOTHESIS: bëgguma woon a nekk kenn rekk ki doon jëfandikoo jumtuwaayu natt bi ngir saytu yi
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. The premise states that man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi, which can be translated as ""Man is forced to do something in the night because of his mother's order."" The hypothesis is that people often do things that they don't want to do because of their duty or responsibility. The premise directly supports the hypothesis by showing that man is forced to do something (jutuwaayu natt bi) because of a duty or responsibility (maa mënoon saasu ne di doxal)."	entailment
13	man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi	saytu yi ci néeg yu suufe yi lees ko doon amalee	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi
HYPOTHESIS: saytu yi ci néeg yu suufe yi lees ko doon amalee
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi, then it follows logically that saytu yi ci néeg yu suufe yi lees ko doon amalee."	entailment
14	man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi	ñenn ci ñun ñi ngi doon daw ci sunu ginaaw ak jumtuwaayu natt bi ngir saytu yi	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi
HYPOTHESIS: ñenn ci ñun ñi ngi doon daw ci sunu ginaaw ak jumtuwaayu natt bi ngir saytu yi
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise logically implies the hypothesis. If man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi is true, then ñenn ci ñun ñi ngi doon daw ci sunu ginaaw ak jumtuwaayu natt bi ngir saytu yi is also true."	entailment
15	ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete	damay liggéey ba bésu tay	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete
HYPOTHESIS: damay liggéey ba bésu tay
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise states that Rick is not working and that he is at home playing video games. The hypothesis states that the baby is lying on its back. The premise logically implies the hypothesis, as it is unlikely for a person to be at home playing video games if they are also taking care of a baby lying on its back."	entailment
16	ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete	atum 2002 laa aatereete	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete
HYPOTHESIS: atum 2002 laa aatereete
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise states that Rick was not born in 2002, while the hypothesis is that Rick was born in 2002. These two statements are logically contradictory to each other."	entailment
17	ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete	ndax Rick wax na la ni dama alatereete	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete
HYPOTHESIS: ndax Rick wax na la ni dama alatereete
Is it  entailment, contradiction, or neutral?

**Answer:** Entailment

**Explanation:**
The premise states that Rick is not working and the hypothesis states that Rick is working. Therefore, the premise contradicts the hypothesis."	entailment
