Unnamed: 0	question	answer	llm	verbalized
0	Janet's ducks lay 16 eggs a day. At any given time, she will eat three at a time and use the other four to make muffins for friends. The rest, she will sell each day at the farmer's market, at a cost of $2 per new duck egg. How much (in dollars) will she earn each day at the farmer's market?	18	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Janet's ducks lay 16 eggs a day. At any given time, she will eat three at a time and use the other four to make muffins for friends. The rest, she will sell each day at the farmer's market, at a cost of $2 per new duck egg. How much (in dollars) will she earn each day at the farmer's market?
<eos>
<|assistant|>
$32<eos>"	32
1	One piece requires 2 rolls of blue fiber (cloth) and half a piece of white cloth. How many rolls in total?	3	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
One piece requires 2 rolls of blue fiber (cloth) and half a piece of white cloth. How many rolls in total?
<eos>
<|assistant|>
4 rolls of fabric.<eos>"	4
2	Josh enters a home improvement business. He buys it for $80,000 and invests $50,000 to renovate it. The price of the house has gone up 150 percent. How much profit has he made?	70000	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Josh enters a home improvement business. He buys it for $80,000 and invests $50,000 to renovate it. The price of the house has gone up 150 percent. How much profit has he made?
<eos>
<|assistant|>
Josh has made a profit of $75,000. This is calculated by taking the cost of the house ($80,000) and subtracting the cost of the renovations ($50,000). The resulting profit is $30,000, which is multiplied by 150% to get a profit of $45,000. The total profit of Josh is $75,000.<eos>"	75000
3	Jacques runs 3 marathons 3 times a week. He runs 60 meters at full speed. How many meters does he run a week?	540	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Jacques runs 3 marathons 3 times a week. He runs 60 meters at full speed. How many meters does he run a week?
<eos>
<|assistant|>
Jacques runs a total of 8100 meters a week.<eos>"	8100
4	To keep his chickens healthy, Wendi gives them three tablespoons of mixed fruits, flour and vegetables every day. He serves them three separate meals. In the morning, he gives them 15 tablespoons of food. In the evening, he gives them 25 more. If his flock has 20 chickens, how many tablespoons of vegetables should he give them for the last meal of the day?	20	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
To keep his chickens healthy, Wendi gives them three tablespoons of mixed fruits, flour and vegetables every day. He serves them three separate meals. In the morning, he gives them 15 tablespoons of food. In the evening, he gives them 25 more. If his flock has 20 chickens, how many tablespoons of vegetables should he give them for the last meal of the day?
<eos>
<|assistant|>
Wendi should give his chickens 60 tablespoons of mixed fruits, flour and vegetables for the last meal of the day.<eos>"	60
5	Kylar goes to the store to buy glasses for her new house. One glass costs $5, but all subsequent glasses are worth 60% off. Kylar wants 16 glasses. How much should she pay to buy them?	64	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Kylar goes to the store to buy glasses for her new house. One glass costs $5, but all subsequent glasses are worth 60% off. Kylar wants 16 glasses. How much should she pay to buy them?
<eos>
<|assistant|>
Kylar should pay $48 for 16 glasses ($5 x 16 = $80, 60% off = $56, $56 x 16 = $48).<eos>"	48
6	Toulouse has twice as many suburbs as Charleston. Charleston has four times as many suburbs as Seattle. If Seattle has 20 suburbs, how many suburbs are Toulouse, Charleston, and Seattle?	260	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Toulouse has twice as many suburbs as Charleston. Charleston has four times as many suburbs as Seattle. If Seattle has 20 suburbs, how many suburbs are Toulouse, Charleston, and Seattle?
<eos>
<|assistant|>
Toulouse has 20 suburbs.<eos>"	20
7	Carla is uploading a 200 GB file. She can upload at a rate of 2 GB per minute but at 40% of the upload, Windows commands a restart to set updates, which takes 20 minutes. Carla should start uploading from the beginning. How long does it take to upload the file?	160	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Carla is uploading a 200 GB file. She can upload at a rate of 2 GB per minute but at 40% of the upload, Windows commands a restart to set updates, which takes 20 minutes. Carla should start uploading from the beginning. How long does it take to upload the file?
<eos>
<|assistant|>
It would take Carla 20 minutes to upload the 200 GB file.<eos>"	200
8	Jean drives for 3 hours at 60 mph, and backtracks when he realizes that he has forgotten something valuable at home. He tries to drive for 4 hours, but loses the first 2 hours in the traffic jam. In the next half hour, he drives at 30 mph, before driving at 80 mph with 4 hours left. How far is it from his home at the end of 4 hours?	45	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Jean drives for 3 hours at 60 mph, and backtracks when he realizes that he has forgotten something valuable at home. He tries to drive for 4 hours, but loses the first 2 hours in the traffic jam. In the next half hour, he drives at 30 mph, before driving at 80 mph with 4 hours left. How far is it from his home at the end of 4 hours?
<eos>
<|assistant|>
By the end of 4 hours, Jean is 170 miles away from his home.<eos>"	170
9	For the first 40 hours of a week's work, Elisa's hourly rate is $10 per hour. For higher hours, she earns 1.2 times the hourly rate. If Elisa worked 45 hours a week, what would her salary be?	460	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
For the first 40 hours of a week's work, Elisa's hourly rate is $10 per hour. For higher hours, she earns 1.2 times the hourly rate. If Elisa worked 45 hours a week, what would her salary be?
<eos>
<|assistant|>
Elisa's salary for 45 hours of work would be $4.50.<eos>"	4
10	The new average was 60 downloads in the first month. The rate of downloads in February was three times higher than in the first month. Then it dropped to 30% in March. How many times was the average average download in the last three months?	366	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
The new average was 60 downloads in the first month. The rate of downloads in February was three times higher than in the first month. Then it dropped to 30% in March. How many times was the average average download in the last three months?
<eos>
<|assistant|>
60 + (60 * 3 * 0.3) = 81.<eos>"	81
11	Toula bought pastries. She went to the map store. She bought three dozen loaves of bread for $68 for a dozen, three dozen sweet cakes for $80 for a dozen, and six dozen sweet cheese cakes for $55 for a dozen. How much did everything cost?	694	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Toula bought pastries. She went to the map store. She bought three dozen loaves of bread for $68 for a dozen, three dozen sweet cakes for $80 for a dozen, and six dozen sweet cheese cakes for $55 for a dozen. How much did everything cost?
<eos>
<|assistant|>
The total cost of Toula's purchase is $407.<eos>"	407
12	Carlos wants to plant a Lilala tree. The cost of planting is 90$. per year, the tree can grow from 7 apples which will be sold for 1.5$ each. Watering the tree costs 3$ per year. How many years does it take for Carlos to start earning money from his Lilala tree?	13	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Carlos wants to plant a Lilala tree. The cost of planting is 90$. per year, the tree can grow from 7 apples which will be sold for 1.5$ each. Watering the tree costs 3$ per year. How many years does it take for Carlos to start earning money from his Lilala tree?
<eos>
<|assistant|>
It will take 6 years for Carlos to start earning money from his Lily tree, as the cost of planting is $90, and the annual yield of apples is $1.50, $3.00 for watering expenses.<eos>"	3
13	Melanie works as a door-to-door salesperson. She sold one-third of her vacuum cleaners to the green house, then sold two to the red house, then finally sold the rest to the orange house. If Melanie is left with 5 vacuum cleaners, how many vacuum cleaners did she have at the beginning?	18	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Melanie works as a door-to-door salesperson. She sold one-third of her vacuum cleaners to the green house, then sold two to the red house, then finally sold the rest to the orange house. If Melanie is left with 5 vacuum cleaners, how many vacuum cleaners did she have at the beginning?
<eos>
<|assistant|>
She had 5 vacuum cleaners at the beginning.<eos>"	5
