Unnamed: 0	question	answer	llm	verbalized
0	Janet cooks 16 eggs a day. Every morning, she eats three of them for breakfast and uses another four to make muffin cakes for friends. She sells the rest every day at the village market, each brown egg for $2. How much does she make (in dollars) a day at the market?	18	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Janet cooks 16 eggs a day. Every morning, she eats three of them for breakfast and uses another four to make muffin cakes for friends. She sells the rest every day at the village market, each brown egg for $2. How much does she make (in dollars) a day at the market?
<eos>
<|assistant|>
$16<eos>"	16
1	For a long coat, two strips of blue thread are needed, and the same number of strips are needed for a white thread. How many strips are needed?	3	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
For a long coat, two strips of blue thread are needed, and the same number of strips are needed for a white thread. How many strips are needed?
<eos>
<|assistant|>
Four strips are needed.<eos>"	-1
2	Josh got into a home improvement business. He bought it for $80,000 and spent $50,000 renovating it. The price of the house went up 150%. How did he find the house?	70000	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Josh got into a home improvement business. He bought it for $80,000 and spent $50,000 renovating it. The price of the house went up 150%. How did he find the house?
<eos>
<|assistant|>
Josh made a profit of $35,000 on the sale of the house.<eos>"	35000
3	Jacques runs three marathons, usually three per week. Each marathon is 60 yards long. How many yards does he run in a marathon?	540	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Jacques runs three marathons, usually three per week. Each marathon is 60 yards long. How many yards does he run in a marathon?
<eos>
<|assistant|>
Jacques runs a total of 180 yards in the three marathons.<eos>"	180
4	To maintain the health of her chickens, Wendi feeds them three bowls of baked beans, dried peas, and grass. She feeds them three times a day. In the morning she feeds them fifteen bowls of beans, and in the evening she feeds them twenty-five bowls of beans. If there are twenty chickens in the nest, how many bowls of food will be left over for the rest of the day?	20	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
To maintain the health of her chickens, Wendi feeds them three bowls of baked beans, dried peas, and grass. She feeds them three times a day. In the morning she feeds them fifteen bowls of beans, and in the evening she feeds them twenty-five bowls of beans. If there are twenty chickens in the nest, how many bowls of food will be left over for the rest of the day?
<eos>
<|assistant|>
Three bowls of food are left over for the rest of the day.<eos>"	-1
5	Kylar goes to the store to buy bottles for her new house. One bottle costs $5, and each second bottle is only 60% of the price. Kylar wants to buy 16 bottles. What will she use to buy them?	64	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Kylar goes to the store to buy bottles for her new house. One bottle costs $5, and each second bottle is only 60% of the price. Kylar wants to buy 16 bottles. What will she use to buy them?
<eos>
<|assistant|>
Kylar would need $48 to buy 16 bottles of soda.<eos>"	16
6	There are twice as many sheep in Toulouse as there are in Charleston. There are four times as many in Charleston as there are in Seattle. If there are 20 sheep in Seattle, how many sheep are there in Toulouse, Charleston and Seattle combined?	260	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
There are twice as many sheep in Toulouse as there are in Charleston. There are four times as many in Charleston as there are in Seattle. If there are 20 sheep in Seattle, how many sheep are there in Toulouse, Charleston and Seattle combined?
<eos>
<|assistant|>
20 sheep.<eos>"	20
7	Carla is pulling a 200-gauge windshield. The speed of the training is 20 Gauge per minute; when the material is pulled up to 40%, Windows releases the material so that it resets itself for the insertion of the new material, which takes 20 minutes. This causes Carla to start the training again from the beginning. How long does it take to train a book?	160	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
Carla is pulling a 200-gauge windshield. The speed of the training is 20 Gauge per minute; when the material is pulled up to 40%, Windows releases the material so that it resets itself for the insertion of the new material, which takes 20 minutes. This causes Carla to start the training again from the beginning. How long does it take to train a book?
<eos>
<|assistant|>
It takes Carla 200 minutes to train the book (20 x 20 x 60 = 200).<eos>"	200
8	John ran for three miles [60 km] and returned home because he was sick. He thought he would go for four hours, but he stopped for two because of the rain. In the next half hour, he ran for 30 miles [80 km] before running for the remaining four hours.	45	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
John ran for three miles [60 km] and returned home because he was sick. He thought he would go for four hours, but he stopped for two because of the rain. In the next half hour, he ran for 30 miles [80 km] before running for the remaining four hours.
<eos>
<|assistant|>
John ran a total of 110 miles in 6 hours, with a break of 30 minutes for rain.<eos>"	30
9	If Elisa had worked 45 hours during the current week, she would have been paid $1.25 for each additional hour.	460	"<|system|>
You are a friendly chatbot who answewrs question in an African language<eos>
<|user|>
Answer only. 
If Elisa had worked 45 hours during the current week, she would have been paid $1.25 for each additional hour.
<eos>
<|assistant|>
Elisa has been paid $405 for the 45 hours she worked this week.<eos>"	45
