Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.	I havent spoken to him again.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.
HYPOTHESIS: I havent spoken to him again.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
1	Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.	I was so upset that I just started talking to him again.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.
HYPOTHESIS: I was so upset that I just started talking to him again.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
2	Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.	We had a great talk.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Well, I wasn't even thinking about that, but I was so frustrated, and, I ended up talking to him again.
HYPOTHESIS: We had a great talk.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
3	They told me that, uh, that I would be called in a guy at the end for me to meet.	I was never told anything about meeting anyone.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that, uh, that I would be called in a guy at the end for me to meet.
HYPOTHESIS: I was never told anything about meeting anyone.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
4	They told me that, uh, that I would be called in a guy at the end for me to meet.	I was told a guy would be called in for me to meet.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that, uh, that I would be called in a guy at the end for me to meet.
HYPOTHESIS: I was told a guy would be called in for me to meet.
Is it  entailment, contradiction, or neutral? entailment"	entailment
5	They told me that, uh, that I would be called in a guy at the end for me to meet.	The guy showed up a bit late.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that, uh, that I would be called in a guy at the end for me to meet.
HYPOTHESIS: The guy showed up a bit late.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
6	There's so much you could talk about on that I'll just skip that.	I want to tell you everything I know about that!	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There's so much you could talk about on that I'll just skip that.
HYPOTHESIS: I want to tell you everything I know about that!
Is it  entailment, contradiction, or neutral? neutral"	neutral
7	There's so much you could talk about on that I'll just skip that.	I won't talk about that, even though there's a lot to cover.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There's so much you could talk about on that I'll just skip that.
HYPOTHESIS: I won't talk about that, even though there's a lot to cover.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
8	There's so much you could talk about on that I'll just skip that.	I wont talk about the history of the city because there's too much to say.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There's so much you could talk about on that I'll just skip that.
HYPOTHESIS: I wont talk about the history of the city because there's too much to say.
Is it  entailment, contradiction, or neutral? neutral"	neutral
9	So I'm not really sure why.	I am certain as to the reason why.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: So I'm not really sure why.
HYPOTHESIS: I am certain as to the reason why.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
10	So I'm not really sure why.	I don't know why he transferred schools.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: So I'm not really sure why.
HYPOTHESIS: I don't know why he transferred schools.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
