Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena	Ntabwo narinongera kumuvugisha 	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena
HYPOTHESIS: Ntabwo narinongera kumuvugisha 
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
1	Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena	Narimfite intimba nisanga nongeye kumuvugisha 	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena
HYPOTHESIS: Narimfite intimba nisanga nongeye kumuvugisha 
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
2	Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena	Twagiranye ikiganiro kiza	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Urebye, ntabwo nigeze ntekereza kuribyo, ariko narumiwe cyane, ndangije nongeye kumuvugisha tena
HYPOTHESIS: Twagiranye ikiganiro kiza
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
3	Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure	Ntabwo bigeze bambwira ikintu kijyanye noo guhura numuntu	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure
HYPOTHESIS: Ntabwo bigeze bambwira ikintu kijyanye noo guhura numuntu
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
4	Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure	bambwiye ko hari umusore bazahamagara ngo duhure 	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure
HYPOTHESIS: bambwiye ko hari umusore bazahamagara ngo duhure 
Is it  entailment, contradiction, or neutral? entailment"	entailment
5	Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure	Umusore yahageze atinze	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Bambwiye ko, uh, ko bazahamagara umusore turangije kugirango duhure
HYPOTHESIS: Umusore yahageze atinze
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
6	Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke	Nshaka kukubwira ibyonzi byose byerekarenye nabyo	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke
HYPOTHESIS: Nshaka kukubwira ibyonzi byose byerekarenye nabyo
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
7	Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke	Ntabwo nzabivugaho, nubwo hari byinshi byo kuvuga kuribyo	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke
HYPOTHESIS: Ntabwo nzabivugaho, nubwo hari byinshi byo kuvuga kuribyo
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
8	Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke	Ntabwo mvuga amateka yumujyi kuko hari byinshi byo kuvuga	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Hariho byinshi ushobora kuvuga kuri ibyo ariko ndi bubisimbuke
HYPOTHESIS: Ntabwo mvuga amateka yumujyi kuko hari byinshi byo kuvuga
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
9	Ntabwo rero nzi impamvu	Nzi neza impamvu yabiteye	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ntabwo rero nzi impamvu
HYPOTHESIS: Nzi neza impamvu yabiteye
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
10	Ntabwo rero nzi impamvu	Ntabwo nzi impamvu yahinduye amashuri	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ntabwo rero nzi impamvu
HYPOTHESIS: Ntabwo nzi impamvu yahinduye amashuri
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
11	Ntabwo rero nzi impamvu	Sinzi impamvu ibyo byabaye	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ntabwo rero nzi impamvu
HYPOTHESIS: Sinzi impamvu ibyo byabaye
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
12	ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito	Sinakundaga kuba arinjyenyine uyobora ubugenzuzi kubizamini	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito
HYPOTHESIS: Sinakundaga kuba arinjyenyine uyobora ubugenzuzi kubizamini
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
13	ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito	Ibizimini byakorewe mubyumba bito bito 	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: ninjye wenyine uh, wigeze ukora ubugenzuzi bwi, ikizamini mubyumba bito bito
HYPOTHESIS: Ibizimini byakorewe mubyumba bito bito 
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
