Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Angikaze ngikhulume naye futhi	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi
HYPOTHESIS: Angikaze ngikhulume naye futhi
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
1	Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi
HYPOTHESIS: Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
2	Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Sakhuluma kahle	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi
HYPOTHESIS: Sakhuluma kahle
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
3	Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye
HYPOTHESIS: Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
4	Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye
HYPOTHESIS: Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane
Is it  entailment, contradiction, or neutral? entailment"	entailment
5	Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Owesilisa wafika emva kwesikhathi	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye
HYPOTHESIS: Owesilisa wafika emva kwesikhathi
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
6	Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngifuna ukukutshela yonke into engiyaziyo ngalokho	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho
HYPOTHESIS: Ngifuna ukukutshela yonke into engiyaziyo ngalokho
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
7	Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho
HYPOTHESIS: Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
8	Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho
HYPOTHESIS: Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
9	Anginaso isiqiniseko ukuthi kungani	Nginesiqiniseko ukuthi isizathu yini	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Anginaso isiqiniseko ukuthi kungani
HYPOTHESIS: Nginesiqiniseko ukuthi isizathu yini
Is it  entailment, contradiction, or neutral? neutral"	neutral
