Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Ban ƙara masa magana ba.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.
HYPOTHESIS: Ban ƙara masa magana ba.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
1	Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Naji haushi sosai kawai na fara ƙara yi masa magana.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.
HYPOTHESIS: Naji haushi sosai kawai na fara ƙara yi masa magana.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
2	Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.	Mun yi hira mai dadi.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Gaskiya bana ba tunanin sa amma na fusata sosai, kuma dai daga karshe na ɓige da ƙara yi masa magana.
HYPOTHESIS: Mun yi hira mai dadi.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
3	Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	Ba'a gaya min komai ba akan zan haɗu da kowa ba.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.
HYPOTHESIS: Ba'a gaya min komai ba akan zan haɗu da kowa ba.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
4	Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	An gayan zaa kira min wani mu haɗu. 	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.
HYPOTHESIS: An gayan zaa kira min wani mu haɗu. 
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
5	Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.	Mutumin ya ɗan zo a makare.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Sun gaya min cewa, uh cewa zaa kira min wani mu haɗu daga ƙarshe.
HYPOTHESIS: Mutumin ya ɗan zo a makare.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
6	Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ina so na faɗa ma duk abinda na sani akan hakan.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.
HYPOTHESIS: Ina so na faɗa ma duk abinda na sani akan hakan.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
7	Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.
HYPOTHESIS: Ba zanyi magana akan hakan ba, duk da akwai maganganu masu yawa akan hakan.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
8	Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.	Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Akwai abu da yawa da zaka iya cewa akan hakan mu tsallake wancan.
HYPOTHESIS: Ba zanyi magana akan tarihi jihar ba, saboda akwai abun faɗa da yawa.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
9	Dan haka ban tabbatar da mene dalili ba.	Na tabbatar da mene dalilin.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Dan haka ban tabbatar da mene dalili ba.
HYPOTHESIS: Na tabbatar da mene dalilin.
Is it  entailment, contradiction, or neutral? contradiction"	contradiction
