Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.	Isa waliin ammas hin dubbannen ture.	contradiction	Neutral	neutral
1	Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.	Baay'ee waanan mufadheef ammas isa waliin haasa'uu jalqabe.	entailment	Entailment	entailment
2	Tole, ani waa'ee sanaa illee yaadaa hin ture, garuu baay'een aare fi, ammas isa waliin haasa'ee xumure.	Haasaa baayyee bareedaa taasifneerra.	neutral	Neutral	neutral
3	Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.	Nama kamiinuu wal arguuf homaa natti himamee hin beeku.	contradiction	Entailment	entailment
4	Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.	Wal arguuf gurbaan tokko gara keessaatti anaaf akka waamamu natti himame.	entailment	Entailment	entailment
5	Isaanis akkas naan jedhan, ah, akkan wal arguuf dhuma irratti gurbaa tokkoon akkan waamamu natti himan.	Gurbaan sun xiqqoo turee mul'ate.	neutral	Entailment	entailment
6	 Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.	Waa'ee sanaa waanan beeku hunda isinitti himuu barbaada!	contradiction	Contradiction	contradiction
7	 Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.	Waanti baay'ee kan jedhamu jiraatus, waa'ee sanaa hin dubbadhu.	entailment	Contradiction	contradiction
8	 Waan baay'ee waa’ee sanaa irratti dubbachuu dandeessu ni jira, calliseen irran darba.	Waa'ee seenaa magaalattii hin dubbadhu sababni isaas waanti jedhamu baay'ee waan ta'eef.	neutral	Neutral	neutral
9	Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.	Sababni maaliif akka ta'e ani shakkii tokko malee nan beeka.	contradiction	Entailment	entailment
10	Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.	Maaliif manneen barnootaa akka geeddare hin beeku.	neutral	Neutral	neutral
11	Kanaafuu ani dhuguma maaliif akka ta'e hin beeku.	Maaliif sun akka ta'e hin beeku.	entailment	Entailment	entailment
12	 Ana qofa ture kan ah, yoomiyyuu qorannaa gola olka'insa xiqqaa qabu keessatti to'ataa kanan banuuf.	Qorannoo kanaaf to'ataa kan banu ana qofa ta'uun natti hin tolle.	neutral	Entailment	entailment
13	 Ana qofa ture kan ah, yoomiyyuu qorannaa gola olka'insa xiqqaa qabu keessatti to'ataa kanan banuuf.	Qorannoowwan gola olka’iinsa xiqqaa qabu keessatti raawwatamaniiru.	entailment	Entailment	entailment
14	 Ana qofa ture kan ah, yoomiyyuu qorannaa gola olka'insa xiqqaa qabu keessatti to'ataa kanan banuuf.	Qorannoo kanaaf to'ataa kan banan muraasa keenya turre.	contradiction	Entailment	entailment
15	Ani ah, hoogganaa olaanaa Saajin, soorama ba'eera, akkuma Rick jedhe.	Ammas hanga har'aatti hojjechaan jira.	contradiction	Entailment	entailment
16	Ani ah, hoogganaa olaanaa Saajin, soorama ba'eera, akkuma Rick jedhe.	Bara 2002 soorama nan ba'e.	neutral	Contradiction	contradiction
17	Ani ah, hoogganaa olaanaa Saajin, soorama ba'eera, akkuma Rick jedhe.	Riik soorama akkan ba'e sitti himeera.	entailment	Entailment	entailment
18	Deeskii koo irratti tilmaama dhangala'aa maallaqaa tokko tokkotu jira fi, im, ah, kan akkasii fi akkasiitiif Cutty dha, maqaan maamilaa kanuma.	Maamilli Cutty jedhamu ji'atti doolaara 10000 hojjeta.	neutral	Entailment	entailment
19	Deeskii koo irratti tilmaama dhangala'aa maallaqaa tokko tokkotu jira fi, im, ah, kan akkasii fi akkasiitiif Cutty dha, maqaan maamilaa kanuma.	Maamilli Cutty jedhamu jira.	entailment	Entailment	entailment
20	Deeskii koo irratti tilmaama dhangala'aa maallaqaa tokko tokkotu jira fi, im, ah, kan akkasii fi akkasiitiif Cutty dha, maqaan maamilaa kanuma.	Nuyi maamila Cutty jedhamee waamamu kamiyyu hin qabnu.	contradiction	Entailment	entailment
21	Intalli na gargaaruu dandeessu magaalaa gara gama biraatti qaxxaamurteetti.	Intalli ani gargaarsa irraa barbaadu kun fageenya dheeraa irra jiraatti.	entailment	Neutral	neutral
22	Intalli na gargaaruu dandeessu magaalaa gara gama biraatti qaxxaamurteetti.	Intalti na gargaaruuf deemtu kun maayilii 5 fagaatti.	neutral	Contradiction	contradiction
23	Intalli na gargaaruu dandeessu magaalaa gara gama biraatti qaxxaamurteetti.	Namni na gargaaruu danda'u tokkoyyu hin jiru.	contradiction	Contradiction	contradiction
