	premise	hypothesis	label	llm
0	Well, I wasn't thinking about him, but I was very disappointed, and, well, I started talking to him again.	i never spoke to him again.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Well, I wasn't thinking about him, but I was very disappointed, and, well, I started talking to him again.
HYPOTHESIS: i never spoke to him again.
Is it  entailment, contradiction, or neutral? contradiction"
1	Well, I wasn't thinking about him, but I was very disappointed, and, well, I started talking to him again.	i was so upset that i started talking to him again.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Well, I wasn't thinking about him, but I was very disappointed, and, well, I started talking to him again.
HYPOTHESIS: i was so upset that i started talking to him again.
Is it  entailment, contradiction, or neutral? entailment"
2	Well, I wasn't thinking about him, but I was very disappointed, and, well, I started talking to him again.	we had a good talk.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Well, I wasn't thinking about him, but I was very disappointed, and, well, I started talking to him again.
HYPOTHESIS: we had a good talk.
Is it  entailment, contradiction, or neutral? contradiction"
3	They told me that I had finally found a man, as I called him.	I have not been told anything about contacting anyone.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that I had finally found a man, as I called him.
HYPOTHESIS: I have not been told anything about contacting anyone.
Is it  entailment, contradiction, or neutral? contradiction"
4	They told me that I had finally found a man, as I called him.	i was told that someone would be summoned to meet me.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that I had finally found a man, as I called him.
HYPOTHESIS: i was told that someone would be summoned to meet me.
Is it  entailment, contradiction, or neutral? contradiction"
5	They told me that I had finally found a man, as I called him.	The man came a little late.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that I had finally found a man, as I called him.
HYPOTHESIS: The man came a little late.
Is it  entailment, contradiction, or neutral? contradiction"
6	you have much to say about him.	i want to tell you everything i know about it!	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: you have much to say about him.
HYPOTHESIS: i want to tell you everything i know about it!
Is it  entailment, contradiction, or neutral? contradiction"
7	you have much to say about him.	I didn't talk about it, although there was a lot to cover.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: you have much to say about him.
HYPOTHESIS: I didn't talk about it, although there was a lot to cover.
Is it  entailment, contradiction, or neutral? contradiction"
8	you have much to say about him.	I won't talk about the history of the city because there is so much to tell.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: you have much to say about him.
HYPOTHESIS: I won't talk about the history of the city because there is so much to tell.
Is it  entailment, contradiction, or neutral? entailment"
9	so i'm not sure why.	I'm sure why.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: so i'm not sure why.
HYPOTHESIS: I'm sure why.
Is it  entailment, contradiction, or neutral? contradiction"
