	premise	hypothesis	label	llm
0	To be honest, I hadn't even thought of that, but I had a hard time until I finally spoke to her.	I haven't spoken to him	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: To be honest, I hadn't even thought of that, but I had a hard time until I finally spoke to her.
HYPOTHESIS: I haven't spoken to him
Is it  entailment, contradiction, or neutral? contradiction"
1	To be honest, I hadn't even thought of that, but I had a hard time until I finally spoke to her.	I was so nervous when I finally met him	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: To be honest, I hadn't even thought of that, but I had a hard time until I finally spoke to her.
HYPOTHESIS: I was so nervous when I finally met him
Is it  entailment, contradiction, or neutral? contradiction"
2	To be honest, I hadn't even thought of that, but I had a hard time until I finally spoke to her.	we talked a lot	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: To be honest, I hadn't even thought of that, but I had a hard time until I finally spoke to her.
HYPOTHESIS: we talked a lot
Is it  entailment, contradiction, or neutral? contradiction"
3	They said I was a virgin and they were going to bring a man to meet me.	no one can tell me to meet anyone	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They said I was a virgin and they were going to bring a man to meet me.
HYPOTHESIS: no one can tell me to meet anyone
Is it  entailment, contradiction, or neutral? contradiction"
4	They said I was a virgin and they were going to bring a man to meet me.	He told me he called me once to meet him	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They said I was a virgin and they were going to bring a man to meet me.
HYPOTHESIS: He told me he called me once to meet him
Is it  entailment, contradiction, or neutral? contradiction"
5	They said I was a virgin and they were going to bring a man to meet me.	the man hadn't come at the time	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They said I was a virgin and they were going to bring a man to meet me.
HYPOTHESIS: the man hadn't come at the time
Is it  entailment, contradiction, or neutral? contradiction"
6	I have much more to say to you, but you do not need to write it down now.	I wanted to tell you everything I know about the case	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I have much more to say to you, but you do not need to write it down now.
HYPOTHESIS: I wanted to tell you everything I know about the case
Is it  entailment, contradiction, or neutral? contradiction"
7	I have much more to say to you, but you do not need to write it down now.	I will not say this on my own, because there are many who are trying to persuade me.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I have much more to say to you, but you do not need to write it down now.
HYPOTHESIS: I will not say this on my own, because there are many who are trying to persuade me.
Is it  entailment, contradiction, or neutral? contradiction"
8	I have much more to say to you, but you do not need to write it down now.	I won't talk about the city council because there's too much to say about it	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I have much more to say to you, but you do not need to write it down now.
HYPOTHESIS: I won't talk about the city council because there's too much to say about it
Is it  entailment, contradiction, or neutral? contradiction"
9	so I don't really know why	I know the reason	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: so I don't really know why
HYPOTHESIS: I know the reason
Is it  entailment, contradiction, or neutral? contradiction"
10	so I don't really know why	I don't know why he changed schools	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: so I don't really know why
HYPOTHESIS: I don't know why he changed schools
Is it  entailment, contradiction, or neutral? contradiction"
11	so I don't really know why	I don't know why	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: so I don't really know why
HYPOTHESIS: I don't know why
Is it  entailment, contradiction, or neutral? contradiction"
12	I alone could have been responsible for maintaining the balance of power in the lower chambers	I didn't want to be the only one who used the measuring device for the figures	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I alone could have been responsible for maintaining the balance of power in the lower chambers
HYPOTHESIS: I didn't want to be the only one who used the measuring device for the figures
Is it  entailment, contradiction, or neutral? contradiction"
13	I alone could have been responsible for maintaining the balance of power in the lower chambers	the arts in the lower rooms were his main occupation	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I alone could have been responsible for maintaining the balance of power in the lower chambers
HYPOTHESIS: the arts in the lower rooms were his main occupation
Is it  entailment, contradiction, or neutral? contradiction"
