	premise	hypothesis	label	llm
0	I didn't even think about it, but I was worried and I ended up talking to him again	I never spoke to him again	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I didn't even think about it, but I was worried and I ended up talking to him again
HYPOTHESIS: I never spoke to him again
Is it  entailment, contradiction, or neutral? contradiction"
1	I didn't even think about it, but I was worried and I ended up talking to him again	I was so angry that I started talking to him	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I didn't even think about it, but I was worried and I ended up talking to him again
HYPOTHESIS: I was so angry that I started talking to him
Is it  entailment, contradiction, or neutral? contradiction"
2	I didn't even think about it, but I was worried and I ended up talking to him again	We had a good talk	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I didn't even think about it, but I was worried and I ended up talking to him again
HYPOTHESIS: We had a good talk
Is it  entailment, contradiction, or neutral? contradiction"
3	They told me that they would call the last man I would meet.	I've never been told anything about who I should meet	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that they would call the last man I would meet.
HYPOTHESIS: I've never been told anything about who I should meet
Is it  entailment, contradiction, or neutral? contradiction"
4	They told me that they would call the last man I would meet.	I was told that the man would be called to meet me	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that they would call the last man I would meet.
HYPOTHESIS: I was told that the man would be called to meet me
Is it  entailment, contradiction, or neutral? contradiction"
5	They told me that they would call the last man I would meet.	The man came late	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: They told me that they would call the last man I would meet.
HYPOTHESIS: The man came late
Is it  entailment, contradiction, or neutral? contradiction"
6	There's a lot to talk about in that, I'll skip that.	I want to tell you everything I know about that.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There's a lot to talk about in that, I'll skip that.
HYPOTHESIS: I want to tell you everything I know about that.
Is it  entailment, contradiction, or neutral? contradiction"
7	There's a lot to talk about in that, I'll skip that.	I won't talk about that, although there's a lot I could say.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There's a lot to talk about in that, I'll skip that.
HYPOTHESIS: I won't talk about that, although there's a lot I could say.
Is it  entailment, contradiction, or neutral? contradiction"
8	There's a lot to talk about in that, I'll skip that.	I won't talk about the history of the city because there is so much to say	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There's a lot to talk about in that, I'll skip that.
HYPOTHESIS: I won't talk about the history of the city because there is so much to say
Is it  entailment, contradiction, or neutral? contradiction"
9	I'm not sure why	I'm sure the reason	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I'm not sure why
HYPOTHESIS: I'm sure the reason
Is it  entailment, contradiction, or neutral? contradiction"
10	I'm not sure why	I don't know why he was transferred to schools	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I'm not sure why
HYPOTHESIS: I don't know why he was transferred to schools
Is it  entailment, contradiction, or neutral? neutral"
11	I'm not sure why	I don't know why that happens.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I'm not sure why
HYPOTHESIS: I don't know why that happens.
Is it  entailment, contradiction, or neutral? neutral"
12	I was the only one working on the controls, checking for small high holes	I didn't like being the only one using the test controls	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I was the only one working on the controls, checking for small high holes
HYPOTHESIS: I didn't like being the only one using the test controls
Is it  entailment, contradiction, or neutral? contradiction"
13	I was the only one working on the controls, checking for small high holes	Tests were carried out in small high-pressure chambers	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I was the only one working on the controls, checking for small high holes
HYPOTHESIS: Tests were carried out in small high-pressure chambers
Is it  entailment, contradiction, or neutral? contradiction"
14	I was the only one working on the controls, checking for small high holes	Few of us rushed to the controls to check	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I was the only one working on the controls, checking for small high holes
HYPOTHESIS: Few of us rushed to the controls to check
Is it  entailment, contradiction, or neutral? contradiction"
15	I'm a retired senior sergeant, according to Rick.	Still working to this day	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I'm a retired senior sergeant, according to Rick.
HYPOTHESIS: Still working to this day
Is it  entailment, contradiction, or neutral? contradiction"
16	I'm a retired senior sergeant, according to Rick.	Retired in 2002	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I'm a retired senior sergeant, according to Rick.
HYPOTHESIS: Retired in 2002
Is it  entailment, contradiction, or neutral? contradiction"
17	I'm a retired senior sergeant, according to Rick.	Rick told you I retired.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: I'm a retired senior sergeant, according to Rick.
HYPOTHESIS: Rick told you I retired.
Is it  entailment, contradiction, or neutral? entailment"
18	There were cash receipts on my desk, that's why and Cutty, that's the client's name	Client Cutty is making $10,000 a month.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There were cash receipts on my desk, that's why and Cutty, that's the client's name
HYPOTHESIS: Client Cutty is making $10,000 a month.
Is it  entailment, contradiction, or neutral? contradiction"
19	There were cash receipts on my desk, that's why and Cutty, that's the client's name	There's a customer named Cutty	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There were cash receipts on my desk, that's why and Cutty, that's the client's name
HYPOTHESIS: There's a customer named Cutty
Is it  entailment, contradiction, or neutral? entailment"
20	There were cash receipts on my desk, that's why and Cutty, that's the client's name	We don't have a customer named Cutty	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There were cash receipts on my desk, that's why and Cutty, that's the client's name
HYPOTHESIS: We don't have a customer named Cutty
Is it  entailment, contradiction, or neutral? contradiction"
